检查单号,抽查时间,检查单位,抽查对象,被检查单位,抽查结果,执法人员,
2020京防质监检字0131,2020年5月7日,北京市人防工程监督站,海淀区“海淀北部地区整体开发”翠湖科技园HD00-303-6009、6010地块R2二类居住用地（1#住宅楼等21项）,北京锐达置业有限公司;中铁十八局集团第四工程有限公司;北京市驰跃翔工程监理有限责任公司;北京鑫中昊科技股份有限公司,未发现违法违规行为,程成  缪敬智,
2020京防质监检字0132,2020年5月7日,北京市人防工程监督站,北京市海淀区“海淀北部地区整体开发”翠湖科技园HD00-303-6009、6010地块R2二类居住用地项目（18#住宅楼等33项）,北京锐达置业有限公司;中国铁建大桥工程局集团有限公司;北京市驰跃翔工程监理有限责任公司;北京奥森通风空调有限公司,未发现违法违规行为,程成  缪敬智,
2020京防质监检字0133,2020年5月8日,北京市人防工程监督站,朝阳区豆各庄1号地农租房腾退安置房项目（1#住宅楼等11项）,北京房地集团有限公司;北京房修一建筑工程有限公司;北京市顺金盛建设工程监理有限责任公司;北京华龙兴昌人防工程防护设备有限公司,未发现违法违规行为,秋岳森  江俊海,
2020京防质监检字0134,2020年5月9日,北京市人防工程监督站,C-1#住宅楼等18项,北京万永房地产开发有限公司   ;中天建设集团有限公司;北京帕克国际工程咨询股份有限公司;北京市金索恒盾防护设备有限公司,未发现违法违规行为,程成  孟蓉,
2020京防质监检字0135,2020年5月11日,北京市人防工程监督站,门头沟区政务服务业务用房及配套工程,北京市门头沟区投资促进局;江苏省建筑工程集团有限公司;北京银建建设工程管理有限公司;北京南兴益源人防设备厂,未发现违法违规行为,程成  缪敬智,
2020京防质监检字0136,2020年5月11日,北京市人防工程监督站,昌平区北七家镇GZT-5-1、GZT-7、GZT-9地块R2二类居住、A33基础教育、B4综合性商业金融服务业用地（配建“限价商品住房”）项目 GZT-5-1地块 1#住宅楼、CKI地下车库、2#人防主要出入口及人防管理用房、3#~6#人防主要出入口,北京文华盛达房地产开发有限公司;中国建筑第五工程局有限公司;北京鸿厦基建工程监理有限公司;北京南兴益源人防设备厂,未发现违法违规行为,缪敬智  程成,
2020京防质监检字0137,2020年5月11日,北京市人防工程监督站,1#住宅楼等11项（1#住宅楼、2#住宅楼、8#公变电房、电缆分界室、门卫、人员疏散口、地下车库）,北京京碧置业发展有限公司;中国新兴建筑工程有限责任公司;北京银建建设工程管理有限公司;北京奥森通风空调有限公司,未发现违法违规行为,颜征  秋岳森,
2020京防质监检字0138  ,2020年5月11日,北京市人防工程监督站,怀柔区怀柔镇张各长村 HR00-004-6002、6003、6004 地块 F2 公建混合住宅用地 项目（B-3#办公等 2 项）,北京北科置地有限责任公司;北京城建集团有限责任公司;北京诺士诚国际工程项目管理有限公司;北京鑫中昊科技股份有限公司,未发现违法违规行为,颜征  秋岳森,
2020京防质监检字0139,2020年5月11日,北京市人防工程监督站,2016年世界月季洲际大会配套安置房项目,北京兴福临空产业发展有限公司;北京城建集团有限责任公司;北京正方建设监理有限责任公司;北京朝立新人防工程防护设备有限公司,未发现违法违规行为,郭健  沈小燕,
2020京防质监检字0140,2020年5月12日,北京市人防工程监督站,北京城市副中心职工周转房项目（A-1-1#周转房等13项）,北京城市副中心投资建设集团有限公司;中建三局集团有限公司;北京百事百达工程管理有限公司;北京市金索恒盾防护设备有限公司,未发现违法违规行为,沈小燕  郭健,
2020京防质监检字0141,2020年5月13日,北京市人防工程监督站,北京市十中晓月苑校区建设工程项目,北京市丰台区教育委员会;北京城建十六建筑工程有限责任公司  ;中航工程监理(北京)有限公司;北京中防恒立人防设备有限公司,未发现违法违规行为,孟蓉  程成,
2020京防质监检字0142,2020年5月14日,北京市人防工程监督站,通信生产楼,中国联通集团北京市通信有限公司;北京六建集团有限责任公司;北京中外建工程管理有限公司;北京力拓铭达机电安装工程有限公司,未发现违法违规行为,缪敬智  程成,
2020京防质监检字0144,2020年5月14日,北京市人防工程监督站,昌平区北七家镇（未来科技城南区）CP07-600-022、0039、0040地块F2公建混合住宅用地（配建人才公共租赁住房）项目 CP07-600-022地块人防出入口、地下室， CP07-600-039地块地下室、人防出入口、6#住宅楼,北京东方蓝海置业有限责任公司;中铁二十一局集团第六工程有限公司  ;北京共筑天成工程建设监理有限公司;北京华予人防设备有限公司,未发现违法违规行为,程成  缪敬智,
2020京防质监检字0145,2020年5月14日,北京市人防工程监督站,1#厂房等15项（孙村组团标准厂房三期（D-17地块））,北京黄村企业管理有限公司;中国新兴建筑工程有限责任公司;北京华远建设监理有限责任公司;凯宏人防设备（北京）有限公司,未发现违法违规行为,沈小燕  郭健,
2020京防质检字0143,2020年5月14日,北京市人防工程监督站,通州区永顺镇商务园D1北区（D1-2地块）A1#楼等25项工程,北京通州商务园开发建设有限公司;北京昊海建设有限公司;北京五环建设监理公司;北京宝源润达人防设备有限公司,未发现违法违规行为,沈小燕  郭健,
2020京防质监检字0146,2020年5月15日,北京市人防工程监督站,北京景山学校门头沟校区新建项目,北京市门头沟区教育委员会;北京京能建设集团有限公司;北京中联环建设工程管理有限公司;北京安德信人防设备有限公司,未发现违法违规行为,程成  缪敬智,
2020京防质监检字0147,2020年5月18日,北京市人防工程监督站,崔各庄乡大望京商务中心项目（1#楼等5项）,北京永辉鸿泰房地产开发有限公司;北京市朝阳田华建筑集团公司;北京双圆工程咨询监理有限公司;北京都宇设备安装工程有限公司,未发现违法违规行为,秋岳森  江俊海,
2020京防质监检字0148,2020年5月18日,北京市人防工程监督站,2016年世界月季洲际大会配套安置房项目,北京兴福临空产业发展有限公司;北京市第五建筑工程集团有限公司;北京北咨工程管理有限公司;北京力拓铭达机电安装工程有限公司,未发现违法违规行为,沈小燕  郭健,
2020京防质监检字0149,2020年5月18日,北京市人防工程监督站,2016年世界月季洲际大会配套安置房项目,北京兴福临空产业发展有限公司;北京城建集团有限责任公司;北京正方建设监理有限责任公司;北京力拓铭达机电安装工程有限公司,未发现违法违规行为,沈小燕  郭健,
2020京防质监检字0150,2020年5月18日,北京市人防工程监督站,昌平区东小口镇住宅混合公建用地（配建公共租赁住房）项目B地块一号地下车库、R-1#~R-10#人防出入口,北京京投银泰尚德置业有限公司;中航天建设工程有限公司 、中铁四局集团有限公司;北京方达工程管理有限公司;北京奥森通风空调有限公司、北京国建标工程设备科技有限公司,未发现违法违规行为,程成  缪敬智,
2020京防质监检字0151,2020年5月19日,北京市人防工程监督站,朝阳区来广营乡动感花园二类居住用地棚户区改造安置房项目,北京城建投资发展股份有限公司;北京城建六建设集团有限公司;北京华城建设监理有限责任公司;北京铠钺防护科技有限公司,未发现违法违规行为,颜征  秋岳森,
2020京防质监检字0152,2020年5月20日,北京市人防工程监督站,新燕都家园D-1#住宅楼,北京新京润房地产有限公司;广东韩江建筑安装工程有限公司;广东珠江建设工程监理有限公司;北京华云人防古建构件厂,未发现违法违规行为,颜征  江俊海,
2020京防质监检字0153,2020年5月20日,北京市人防工程监督站,新燕都家园D-3#住宅楼,北京新京润房地产有限公司;广东韩江建筑安装工程有限公司;广东珠江建设工程监理有限公司;北京华云人防古建构件厂,未发现违法违规行为,颜征  江俊海,
2020京防质监检字0154,2020年5月20日,北京市人防工程监督站,北京市石景山区五里坨建设组团一 1602-60 地块 R2 二类居住用地项目（60-1# 自持商品房住宅楼等 18 项）,北京景西房地产开发有限公司;远洋国际建设有限公司;北京建工京精大房工程建设监理公司;北京信成筑业防护设备科技有限公司,未发现违法违规行为,程成  缪敬智,
2020京防质监检字0155,2020年5月20日,北京市人防工程监督站,北京市石景山区玉泉西一路X-18160地块R2二类居住用地项目,北京中实置业有限公司;中铁二十二局集团有限公司;北京铁城建设监理有限责任公司;北京奥森通风空调有限公司,未发现违法违规行为,程成  缪敬智,
2020京防质监检字0156,2020年5月20日,北京市人防工程监督站,昌平区医院门急诊综合楼新建及改建工程项目门急诊综合楼,北京市昌平区医院;北京市昌平一建建筑有限责任公司;北京共筑天成工程建设监理有限公司;北京中防恒立人防设备有限公司,未发现违法违规行为,程成  缪敬智,
2020京防质监检字0157,2020年5月20日,北京市人防工程监督站,首钢滑雪大跳台中心（1607-60地块F#楼等21项）,北京首奥置业有限公司;北京首钢建设集团有限公司  ;北京中建协工程咨询有限公司;北京国建标工程设备科技有限公司,未发现违法违规行为,程成  缪敬智,
2020京防质监检字0158,2020年5月21日,北京市人防工程监督站,1#住宅楼等15项—1#~6#、9#住宅楼，人防出口1~3，地下车库,北京景盛诚泰置业有限公司;中铁建设集团北京工程有限公司;北京市双利工程建设监理有限责任公司;北京力擎人防设备有限公司,未发现违法违规行为,秋岳森  江俊海,
2020京防质监检字0159,2020年5月21日,北京市人防工程监督站,朝阳区黑庄户保障房项目（棚户区改造定向安置房）35#中小学,北京住总房地产开发有限责任公司;北京住总第三开发建设有限公司;北京光华建设监理有限公司;北京华龙兴昌人防工程防护设备有限公司,未发现违法违规行为,秋岳森  江俊海,
