证书编号,项目名称,建设单位,建设位置,核发日期
2019规自（朝）建字0007号,朝阳区东坝驹东经适房项目B地块（B-1经适房住宅楼及裙房等18项）,华瀚投资集团有限公司,朝阳区东坝乡,2019-04-02
2019规自（朝）建字0006号,朝阳区东坝驹东经济适用房A地块项目（A-1经适房住宅楼及裙房等17项）,华瀚投资集团有限公司,朝阳区东坝乡,2019-04-02
2019规自（门）建字0006号,门头沟区潭柘寺MC01-0003-0067等地块R2二类居住用地、F1住宅混合公建用地等用途用地（配建经济适用住房）（原门头沟区潭柘寺镇中心区C地块项目）项目（C5-11#商业楼）,北京京投灜德置业有限公司,门头沟区潭柘寺镇,2019-04-02
2019规自（西）建字0022号,翻建住房（灰9）等2项,王炜长 王嘉平,西城区前马厂胡同43号,2019-04-02
2019规自（西）建字0021号,翻建住房（灰7）等2项,王嘉平,西城区前马厂胡同43号,2019-04-02
2019规自（门）建字0006号,门头沟区潭柘寺MC01-0003-0067等地块R2二类居住用地、F1住宅混合公建用地等用途用地（配建经济适用住房）（原门头沟区潭柘寺镇中心区C地块项目）项目（C5-11#商业楼）,北京京投灜德置业有限公司,门头沟区潭柘寺镇,2019-03-29
2019规自（西）建字0020号,翻建住房（灰5）等2项,王炜长,西城区前马厂胡同43号,2019-03-29
2019规自（西）建字0021号,翻建住房（灰7）等2项,王嘉平,西城区前马厂胡同43号,2019-03-29
2019规自（西）建字0022号,翻建住房（灰9）等2项,王炜长 王嘉平,西城区前马厂胡同43号,2019-03-29
2019规自（昌）建字0007号,昌平区阳坊镇R2二类居住用地、B1商业用地项目（原碧春园小区）（S1#楼等3项）,北京宏华伟业房地产开发有限公司,昌平区阳坊镇阳坊村,2019-03-28
2019规自（房）建字0015号,22#住宅楼等2项,北京滨湖恒兴房地产开发有限公司,房山区青龙湖镇,2019-03-28
2019规自（房）建字0016号,43#住宅楼等9项,北京滨湖恒兴房地产开发有限公司,房山区青龙湖镇,2019-03-28
2019规自（昌）建字0008号,昌平区沙河镇丽春湖LCH-010等地块R2二类居住用地、F1住宅混合公建用地、B4综合性商业金融服务业用地、A33基础教育用地项目（20-1#楼等22项）,北京中海宏业房地产开发有限公司,昌平区沙河镇于辛庄村,2019-03-28
2019规自（延）乡建字0001号,6038-1#住宅等22项,北京市延庆区康庄镇大王庄村经济合作社,延庆区康庄镇东北部、京包路以西、晨光街以东,2019-03-28
2019规自（丰）建字0015号,丰台区鑫宝苑住宅小区（三期）项目（6号住宅楼等7项）,北京鑫福海房地产开发有限公司,丰台区南苑乡果园村,2019-03-28
2019规自（朝）建字0008号,广华新城小区配套学校建设工程（小学低年级部教学楼等6项）,北京市朝阳区教育国有资产管理中心,朝阳区大郊亭路4号,2019-03-28
2019规自（大）建字0009号,首创团河定向安置房配套教育设施幼儿园项目（教学楼等2项）,北京市大兴区教育委员会,大兴区观音寺街道,2019-03-28
2019规自（密）建字0006号,溪水花园住宅小区琉森观澜园工程（6-S1#商业楼等3项）,北京市潮云房地产开发有限公司,密云区溪翁庄镇溪翁庄村,2019-03-26
2019规自（通）建字0029号,国家车联网产业基地项目（043-S1#商业楼）,北京千方置业发展有限公司,通州区台湖镇,2019-03-26
2019规自（石）建字0013号,首钢工业遗址公园（金安桥站交通一体化及工业遗存修缮）项目（N3-4&N4-3转运站改造等9项）,北京首金置业有限公司,石景山区石景山68长安街西延北侧新首钢高端产业综合服务区,2019-03-22
2019规自（顺）建字0024号,中国国际航空股份有限公司飞行模拟训练基地二期建设项目（综合教学楼等2项）,中国国际航空股份有限公司,顺义区后沙峪,2019-03-22
2019规自（顺）建字0025号,中国国际航空股份有限公司飞行模拟训练基地二期建设项目（体能训练中心用房等3项）,中国国际航空股份有限公司,顺义区后沙峪镇,2019-03-22
2019规自（顺）建字0026号,新建智能新能源汽车研发中心（1#生产研发厂房等7项）,宝德阳科技（北京）有限公司,顺义区高丽营镇,2019-03-22
2019规自（西）建字0019号,翻建住房（1）等4项,袁宏伟 贾睿茵,西城区油漆作胡同45号,2019-03-22
2019规自（顺）建字0027号,中国国际航空股份有限公司北京总队区域停车楼项目（停车楼）,中国国际航空股份有限公司,顺义区首都机场北路飞行总队院内,2019-03-22
2019规自（昌）建字0006号,养老院等10项,北京梓文房地产开发有限公司,昌平区北七家镇,2019-03-22
2019规自（昌）建字0005号,BS-3公交综合楼（昌平区东小口镇住宅混合公建用地（配建公共租赁住房）项目）（BS-3公交综合楼）,北京京投银泰尚德置业有限公司,昌平区东小口镇,2019-03-22
2019规自（海）建字0012号,海淀区“海淀北部地区整体开发”西北旺镇亮甲店村HD00-0404-0010、6015、6016、6003、6004地块A2文化设施用地、R2二类居住用地、F1住宅混合公建用地项目（6004-1A#住宅楼等12项）,北京紫光科技发展有限公司,海淀区亮甲店,2019-03-22
2019规自（通）建字0020号,房屋翻建,赵和平,通州区永顺镇东营中街19号旁门4幢,2019-03-22
2019规自（通）建字0021号,房屋翻建,黄晔,通州区永顺镇东营中街19号旁门7幢,2019-03-22
2019规自（通）建字0022号,房屋翻建,洪立民,通州区永顺镇东营中街19号旁门8幢,2019-03-22
2019规自（密）建字0005号,希格玛电气（北京）有限公司制造基地（精密加工车间）,希格玛电气（北京）有限公司,密云区经济开发区锦程街1号,2019-03-22
2019规自（丰）建字0014号,北京市丰台区东铁匠营居住用地项目（住宅及居住公共服务设施）,北京卓丰投资有限公司,丰台区横一条路,2019-03-22
2019规自（大）建字0008号,农民再就业教育服务中心项目（农民再就业教育服务中心等4项）,大兴区庞各庄镇人民政府,大兴区,2019-03-22
2019规自（大）建字0006号,北京粮油应急保障中心面包生产线建设项目（面包车间）,北京古船福兴食品有限公司,大兴区黄村镇大庄村东,2019-03-22
2019规（开）建字0010号,太阳能系统生产基地项目（垃圾房）,北京卡森索乐太阳能技术有限公司,亦庄开发区D7M1地块,2019-03-22
2019规自（通）建字0016号,房屋翻建,赵永强,通州区东营中街19号旁门3幢,2019-03-22
2019规自（通）建字0013号,房屋翻建,赵和群,通州区东营中街19号1幢,2019-03-22
2019规自（通）建字0017号,房屋翻建,赵慧,通州区东营中街19号旁门6幢,2019-03-22
2019规自（通）建字0014号,房屋翻建,刘秀兰,通州区东营中街19号3幢,2019-03-22
2019规自（通）建字0015号,房屋翻建,刘秀琴,通州区东营中街19号4幢,2019-03-22
2019规自（通）建字0018号,房屋翻建,辛秀兰,通州区永顺镇东营中街19号旁门1幢,2019-03-22
2019规自（通）建字0019号,房屋翻建,黄文钦,通州区永顺镇东营中街19号旁门2幢,2019-03-22
2019规自（大）建字0007号,垃圾处理站项目（10#建筑垃圾处理站）,北京政法职业学院,大兴区,2019-03-22
2019规自（通）建字0024号,房屋翻建,李桐,通州区熊家胡同25号1幢,2019-03-22
2019规自（通）建字0026号,房屋翻建,李桂敏,通州区东营后街18号,2019-03-22
2019规自（通）建字0027号,房屋翻建,陈学增,通州区东营后街18号,2019-03-22
2019规自（通）建字0028号,房屋翻建,陈尧禹,通州区东营后街18号,2019-03-22
2019规自（通）建字0025号,房屋翻建,李子航,通州区熊家胡同25号3幢,2019-03-22
2019规自（通）建字0023号,房屋翻建,李学莉,通州区熊家胡同25号,2019-03-22
2019规自（朝）建字0007号,朝阳区东坝驹东经适房项目B地块（B-1经适房住宅楼及裙房等18项）,华瀚投资集团有限公司,朝阳区东坝乡,2019-03-22
2019规自（朝）建字0006号,朝阳区东坝驹东经济适用房A地块项目（A-1经适房住宅楼及裙房等17项）,华瀚投资集团有限公司,朝阳区东坝乡,2019-03-22
2019规自（丰）乡建字0002号,劳动力安置用地项目1#楼等9项,北京华隆鼎业投资管理公司,丰台区丰台区花乡樊家村,2019-03-22
2019规自（怀）建字0002号,怀柔区怀柔镇张各长才村HR00-0004-6002、6003、6004地块F2公建混合住宅用地项目（B-3#办公等2项）,北京北科置地有限责任公司,怀柔区怀柔镇张各长村,2019-03-21
2019规自（顺）建字0023号,国家地理信息科技产业园SY00-0029-6029项目（11B-1#科研用房等20项）,国测地理信息科技产业园集团有限公司,顺义区,2019-03-21
2019规自（大）建字0005号,大兴区瀛海镇C4组团YZ00-0803-0603地块F1住宅混合公建用地项目（5#商业等11项）,北京国瑞德恒房地产开发有限公司,大兴区瀛海镇,2019-03-21
2019规自（门）建字0004号,斋堂粮库地下仓改扩建项目（平房仓（地下））,北京京门良实国有资产经营管理有限公司,门头沟区斋堂镇斋堂粮库内,2019-03-21
2019规自（西）建字0017号,翻建住房（灰1）等4项,付颖,西城区油漆作胡同28号（什刹海街道）,2019-03-21
2019规自（西）建字0018号,翻建住房（瓦3）,刘益新,西城区护国寺街58号,2019-03-21
2019规自（丰）建字0013号,丰台区花乡纪家庙回迁安置房项目（1#回迁住宅楼等12项）,北京市乾景百合房地产开发有限公司,丰台区花乡纪家庙村,2019-03-21
2019规自（顺）建字0021号,顺义区发展和改革委员会关于北京裕新特商贸有限公司商业办公项目建设单位名称变更的批复（1#办公楼等3项）,北京裕新特房地产开发有限公司,顺义新城第19街区,2019-03-21
2019规自（房）建字0014号,北京市房山区青龙湖镇FS16-0201-0013地块R2二类居住用地项目（3#住宅楼等23项）,北京金地兴远房地产开发有限公司,房山区青龙湖镇,2019-03-21
2019规自（昌）建字0006号,养老院等10项,北京梓文房地产开发有限公司,昌平区北七家镇,2019-03-21
2019规自（顺）建字0027号,中国国际航空股份有限公司北京总队区域停车楼项目（停车楼）,中国国际航空股份有限公司,顺义区首都机场北路飞行总队院内,2019-03-21
2019规自（西）建字0019号,翻建住房（1）等4项,袁宏伟 贾睿茵,西城区油漆作胡同45号,2019-03-21
2019规自（海）建字0012号,海淀区“海淀北部地区整体开发”西北旺镇亮甲店村HD00-0404-0010、6015、6016、6003、6004地块A2文化设施用地、R2二类居住用地、F1住宅混合公建用地项目（6004-1A#住宅楼等12项）,北京紫光科技发展有限公司,海淀区亮甲店,2019-03-21
2019规自（石）建字0013号,首钢工业遗址公园（金安桥站交通一体化及工业遗存修缮）项目（N3-4&N4-3转运站改造等9项）,北京首金置业有限公司,石景山区石景山68长安街西延北侧新首钢高端产业综合服务区,2019-03-21
2019规自（昌）建字0005号,BS-3公交综合楼（昌平区东小口镇住宅混合公建用地（配建公共租赁住房）项目）（BS-3公交综合楼）,北京京投银泰尚德置业有限公司,昌平区东小口镇,2019-03-21
2019规自（顺）建字0025号,中国国际航空股份有限公司飞行模拟训练基地二期建设项目（体能训练中心用房等3项）,中国国际航空股份有限公司,顺义区后沙峪镇,2019-03-21
2019规自（顺）建字0024号,中国国际航空股份有限公司飞行模拟训练基地二期建设项目（综合教学楼等2项）,中国国际航空股份有限公司,顺义区后沙峪,2019-03-21
2019规自（顺）建字0026号,新建智能新能源汽车研发中心（1#生产研发厂房等7项）,宝德阳科技（北京）有限公司,顺义区高丽营镇,2019-03-21
2019规自（门）建字0004号,斋堂粮库地下仓改扩建项目（平房仓（地下））,北京京门良实国有资产经营管理有限公司,门头沟区斋堂镇斋堂粮库内,2019-03-21
2019规自（大）建字0005号,大兴区瀛海镇C4组团YZ00-0803-0603地块F1住宅混合公建用地项目（5#商业等11项）,北京国瑞德恒房地产开发有限公司,大兴区,2019-03-21
2019规自（房）建字0013号,1#住宅楼等44项,北京滨湖恒兴房地产开发有限公司,房山区青龙湖镇,2019-03-19
2019规（开）建字0009号,康弘国际生产及研发中心建设项目（综合楼等11项）,北京康弘生物医药有限公司,北京经济技术开发区河西区X55M1地块,2019-03-19
2019规自（西）建字0018号,翻建住房（瓦3）,刘益新,西城区护国寺街58号,2019-03-19
2019规自（房）建字0014号,北京市房山区青龙湖镇FS16-0201-0013地块R2二类居住用地项目（3#住宅楼等23项）,北京金地兴远房地产开发有限公司,房山区青龙湖镇,2019-03-19
2019规自（西）建字0017号,翻建住房（灰1）等4项,付颖,西城区油漆作胡同28号（什刹海街道）,2019-03-19
2019规自（丰）建字0013号,丰台区花乡纪家庙回迁安置房项目（1#回迁住宅楼等12项）,北京市乾景百合房地产开发有限公司,丰台区花乡纪家庙村,2019-03-19
2019规（开）建字0009号,康弘国际生产及研发中心建设项目（综合楼等11项）,北京康弘生物医药有限公司,亦庄开发区X55M1地块,2019-03-18
2019规自（房）建字0013号,1#住宅楼等44项,北京滨湖恒兴房地产开发有限公司,房山区青龙湖镇,2019-03-18
2019规自（怀）建字0002号,怀柔区怀柔镇张各长才村HR00-0004-6002、6003、6004地块F2公建混合住宅用地项目（B-3#办公等2项）,北京北科置地有限责任公司,怀柔区,2019-03-18
2019规自（顺）建字0019号,中国国际航空股份有限公司飞行模拟训练基地二期建设项目（管理培训楼等2项）,中国国际航空股份有限公司,顺义区后沙峪镇,2019-03-18
2019规自（顺）建字0022号,研发厂房及配套设施项目（7#厂房等5项）,北京友联环球经贸有限公司,顺义区顺义新城24街区,2019-03-18
2019规自（通）建字0012号,三联供能源中心,北京首寰文化旅游投资有限公司北京国际度假区有限公司,通州区通州文化旅游区,2019-03-18
2019规自（怀）建字0001号,怀柔区杨宋镇文化娱乐、商业金融及居住用地（配建租赁房）项目（商业办公楼）,北京金第房地产开发有限责任公司,怀柔区杨宋镇仙台村,2019-03-18
2019规（开）建字0008号,1#研发试制楼等2项,北京坤鼎国际投资有限公司,亦庄开发区N3F1地块,2019-03-15
2019规自（大）建字0004号,0055-幼儿园,北京亦展置业有限公司,大兴区旧宫镇集贤地区,2019-03-15
2019规自（石）建字0009号,石景山区古城南街东侧1612-806地块R2二类居住用地项目（地下车库及设备配套）,北京金安兴业房地产开发有限公司,石景山区古城南街东侧,2019-03-15
2019规自（石）建字0011号,石景山区古城南街东侧1612-813地块R2二类居住用地项目（地下车库及设备配套）,北京金安兴业房地产开发有限公司,石景山区古城南街东侧,2019-03-15
2019规自（石）建字0010号,石景山区古城南街东侧1612-813地块R2二类居住用地项目（1#楼等7项）,北京金安兴业房地产开发有限公司,石景山区古城南街东侧,2019-03-15
2019规自（密）建字0004号,希格玛电气（北京）有限公司制造基地（主加工车间）,希格玛电气（北京）有限公司,密云区锦程街1号,2019-03-15
2019规自（石）建字0008号,石景山区古城南街东侧1612-806地块R2二类居住用地项目（1#楼等8项）,北京金安兴业房地产开发有限公司,石景山区古城南街东侧,2019-03-15
2019规自（石）建字0012号,石景山区五里坨建设组团二1602-086地块A334基础教育用地（幼儿园）,北京万越辉置业有限公司,石景山区五里坨地区,2019-03-15
2019规自（顺）建字0022号,研发厂房及配套设施项目（7#厂房等5项）,北京友联环球经贸有限公司,顺义区顺义新城24街区,2019-03-15
2019规自（顺）建字0023号,国家地理信息科技产业园SY00-0029-6029项目（11B-1#科研用房等20项）,国测地理信息科技产业园集团有限公司,顺义区李桥镇李家桥村、洼子村、庄子营村国家地理信息科技产业园SY00-002,2019-03-15
2019规自（通）建字0012号,三联供能源中心,北京首寰文化旅游投资有限公司北京国际度假区有限公司,通州区通州文化旅游区,2019-03-15
2019规自（怀）建字0001号,怀柔区杨宋镇文化娱乐、商业金融及居住用地（配建租赁房）项目（商业办公楼）,北京金第房地产开发有限责任公司,怀柔区杨宋镇仙台村,2019-03-15
2019规自（丰）乡临建字0001号,5#办公等2项,北京高鑫投资管理公司,丰台区丰台区花乡高立庄村,2019-03-15
2019规自（顺）建字0020号,1#住宅楼等19项,北京建邦顺怡房地产开发有限公司,顺义区顺义新城第19街区,2019-03-14
2018规土建字0025号,东城区中国书店演乐胡同102号房屋翻改建工程项目（东城区中国书店演乐胡同102号房屋翻改建工程项目）,中国书店,东城区演乐胡同102号,2019-03-14
2019规自（密）建字0004号,希格玛电气（北京）有限公司制造基地（主加工车间）,希格玛电器（北京）有限公司,密云区开发区锦程街1号,2019-03-14
2019规（开）建字0008号,1#研发试制楼等2项,北京坤鼎国际投资有限公司,亦庄开发区N3F1地块,2019-03-14
2019规自（石）建字0012号,石景山区五里坨建设组团二1602-086地块A334基础教育用地（幼儿园）,北京万越辉置业有限公司,石景山区五里坨地区,2019-03-14
2019规自（大）建字0004号,0055-幼儿园,北京亦展置业有限公司,大兴区旧宫镇集贤地区,2019-03-14
2019规自（石）建字0008号,石景山区古城南街东侧1612-806地块R2二类居住用地项目（1#楼等8项）,北京金安兴业房地产开发有限公司,石景山区古城南街东侧,2019-03-14
2019规自（石）建字0009号,石景山区古城南街东侧1612-806地块R2二类居住用地项目（地下车库及设备配套）,北京金安兴业房地产开发有限公司,石景山区古城南街东侧,2019-03-14
2019规自（石）建字0010号,石景山区古城南街东侧1612-813地块R2二类居住用地项目（1#楼等7项）,北京金安兴业房地产开发有限公司,石景山区古城南街东侧,2019-03-14
2019规自（石）建字0011号,石景山区古城南街东侧1612-813地块R2二类居住用地项目（地下车库及设备配套）,北京金安兴业房地产开发有限公司,石景山区古城南街东侧,2019-03-14
2019规自（密）建字0003号,溪水花园住宅小区琉森观澜园工程（溪水花园住宅小区琉森观澜园C区6-1#住宅楼等12项）,北京市潮云房地产开发有限公司,密云区溪翁庄镇溪翁庄村,2019-03-13
2019规自（顺）建字0021号,顺义区发展和改革委员会关于北京裕新特商贸有限公司商业办公项目建设单位名称变更的批复（1#办公楼等3项）,北京裕新特房地产开发有限公司,顺义区后沙峪,2019-03-13
2019规自（顺）建字0020号,1#住宅楼等19项,北京建邦顺怡房地产开发有限公司,顺义区顺义新城第19街区,2019-03-13
2019规自（顺）建字0017号,顺义区高丽营镇02-08-01、02-08-02地块F3其他类多功能用地项目（7#办公商业楼等22项）,北京祐泰通达房地产开发有限公司,顺义区高丽营镇,2019-03-12
2019规自（顺）建字0016号,顺义区高丽营镇02-08-01、02-08-02地块F3其他类多功能用地项目（1#办公商业楼等15项）,北京祐泰通达房地产开发有限公司,顺义区高丽营镇,2019-03-12
2019规自（西）建字0016号,翻建住房（灰瓦1）等6项,郭佳岚,西城区西四北七条16号,2019-03-12
2019规自（顺）建字0018号,顺义区高丽营镇02-08-01、02-08-02地块F3其他类多功能用地项目（30#商业楼）,北京祐泰通达房地产开发有限公司,顺义区高丽营镇,2019-03-12
2019规自（房）建字0012号,房山区青龙湖镇东部局部FS16-0201-0012等地块二类居住及基础教育用地项目（50-a#幼儿园等2项）,北京滨湖恒兴房地产开发有限公司,房山区青龙湖镇,2019-03-12
2019规自（顺）建字0015号,北京奔驰汽车有限公司重组北汽股份北京分公司制造升级改造建设项目（车身厂房扩建用房一等12项）,北京奔驰汽车有限公司顺义分公司,顺义区赵全营镇,2019-03-12
2019规自（密）建字0003号,溪水花园住宅小区琉森观澜园工程（溪水花园住宅小区琉森观澜园C区6-1#住宅楼等12项）,北京市潮云房地产开发有限公司,密云区溪翁庄镇溪翁庄村,2019-03-12
2019规自（房）建字0011号,S-01#商务办公楼等13项,北京基金小镇胜泉湖有限公司,房山区长沟镇沿村,2019-03-11
2019规自（顺）建字0015号,北京奔驰汽车有限公司重组北汽股份北京分公司制造升级改造建设项目（车身厂房扩建用房一等12项）,北京奔驰汽车有限公司顺义分公司,顺义区赵全营镇,2019-03-11
2019规自（房）建字0012号,房山区青龙湖镇东部局部FS16-0201-0012等地块二类居住及基础教育用地项目（50-a#幼儿园等2项）,北京滨湖恒兴房地产开发有限公司,房山区青龙湖镇,2019-03-11
2019规自（西）建字0016号,翻建住房（灰瓦1）等6项,郭佳岚,西城区西四北七条16号,2019-03-11
2019规自（顺）建字0019号,管理培训楼等2项,中国国际航空股份有限公司,顺义区后沙峪镇,2019-03-11
2019规自（顺）建字0016号,顺义区高丽营镇02-08-01、02-08-02地块F3其他类多功能用地项目（1#办公商业楼等15项）,北京祐泰通达房地产开发有限公司,顺义区高丽营镇,2019-03-11
2019规自（顺）建字0017号,顺义区高丽营镇02-08-01、02-08-02地块F3其他类多功能用地项目（7#办公商业楼等22项）,北京祐泰通达房地产开发有限公司,顺义区高丽营镇,2019-03-11
2019规自（顺）建字0018号,顺义区高丽营镇02-08-01、02-08-02地块F3其他类多功能用地项目（30#商业楼）,北京祐泰通达房地产开发有限公司,顺义区高丽营镇,2019-03-11
2019规自（房）建字0011号,S-01#商务办公楼等13项,北京基金小镇胜泉湖有限公司,房山区长沟镇沿村,2019-03-08
2019规自建字0002号,耀辉国际城项目1、2号公寓违法部分（）,北京耀辉置业有限公司,朝阳区建外大街与西大望路交叉口东南角,2019-03-07
2019规自（丰）建字0011号,丰台区卢沟桥乡城乡一体化周庄子村旧村改造（一期）ZZZ-L05等地块R2二类居住用地、F81绿隔产业用地、A2文化设施用地、A33基础教育用地项目（酒店及商业楼（绿隔产业）等4项）,北京融丰置业有限公司,丰台区小井村,2019-03-07
2019规（开）建字0007号,人大附中北京经济技术开发区实验学校建设工程项目（X1#艺术楼等25项）,北京经济技术开发区基建办公室,亦庄开发区X95A1、X96A1地块,2019-03-06
2019规自（丰）建字0011号,丰台区卢沟桥乡城乡一体化周庄子村旧村改造（一期）ZZZ-L05等地块R2二类居住用地、F81绿隔产业用地、A2文化设施用地、A33基础教育用地项目（酒店及商业楼（绿隔产业）等4项）,北京融丰置业有限公司,丰台区小井村,2019-03-06
2019规（开）建字0007号,人大附中北京经济技术开发区实验学校建设工程项目（X1#艺术楼等25项）,北京经济技术开发区基建办公室,亦庄开发区X95A1、X96A1地块,2019-03-06
2019规自（朝）建字0005号,中关村电子城国际电子总部项目（1#楼等7项）,北京电子城有限责任公司,朝阳区酒仙桥万红里中关村电子城国际电子总部26号,2019-03-04
2019规自（昌）建字0004号,昌平区阳坊镇R2二类居住用地、B1商业用地项目（原碧春园小区）（5#住宅楼等14项）,北京宏华伟业房地产开发有限公司,昌平区阳坊镇阳坊村,2019-03-04
2019规自（丰）建字0010号,丰台区西三环南路16号项目（1#商业楼等4项）,北京精图科工贸集团,丰台区西三环南路16号,2019-03-04
2019规自（西）建字0015号,翻建住房瓦1,刘益新,西城区护国寺街58号（什刹海街道）,2019-03-01
2019规自（大）建字0003号,1#酒店楼等6项,北京昌益房地产开发有限公司,大兴区生物医药产业基地,2019-03-01
2019规自（海）建字0011号,新馨苑居住区662地块住宅及配套工程（46#住宅楼等15项）,中央国家机关公务员住宅建设服务中心,海淀区建材城西路16号,2019-03-01
2019规自（密）建字0002号,太北110千伏输变电工程（主厂房等2项）,国网北京市电力公司,密云区太师屯镇中心区,2019-03-01
2019规自（昌）建字0004号,昌平区阳坊镇R2二类居住用地、B1商业用地项目（原碧春园小区）（5#住宅楼等14项）,北京宏华伟业房地产开发有限公司,昌平区阳坊镇阳坊村,2019-03-01
2019规自（朝）建字0005号,中关村电子城国际电子总部项目（1#楼等7项）,北京电子城有限责任公司,朝阳区酒仙桥路6号,2019-03-01
2019规自（丰）建字0010号,丰台区西三环南路16号项目（1#商业楼等4项）,北京精图科工贸集团,丰台区西三环南路16号,2019-03-01
2019规自（丰）建字0008号,丰台区卢沟桥乡小瓦窑村XWY-12等地块绿隔产业、住宅混合公建及基础教育用地项目（8#商业办公楼等6项）,北京洺润置业有限公司,丰台区卢沟桥乡小瓦窑村,2019-02-28
2019规自（大）建字0003号,1#酒店楼等6项,北京昌益房地产开发有限公司,大兴区,2019-02-28
2019规自（密）建字0002号,太北110千伏输变电工程（主厂房等2项）,国网北京市电力公司,密云区太师屯镇中心区,2019-02-28
2019规自（海）建字0011号,新馨苑居住区662地块住宅及配套工程（46#住宅楼等15项）,中央国家机关公务员住宅建设服务中心,海淀区建材城西路16号,2019-02-28
2019规自（西）建字0015号,翻建住房瓦1,刘益新,西城区护国寺街58号（什刹海街道）,2019-02-28
2019规自（房）建字0010号,连续重整联合装置油品升级改造项目厂房及配套用房建设工程（压缩机厂房等3项）,中国石化集团资产经营管理有限公司北京燕山石化分公司,房山区栗园街道栗园路1号,2019-02-27
2019规自（丰）建字0008号,丰台区卢沟桥乡小瓦窑村XWY-12等地块绿隔产业、住宅混合公建及基础教育用地项目（8#商业办公楼等6项）,北京洺润置业有限公司,丰台区卢沟桥乡小瓦窑村,2019-02-27
2019规（开）建字0006号,MFA（奔驰前驱车型）总装车间物流及生产辅助设施区项目（6号门卫（489））,北京奔驰汽车有限公司,亦庄开发区,2019-02-26
2019规自（昌）建字0003号,A-1商务办公楼,北京未来科技城保昌置业有限公司,昌平区北七家镇,2019-02-26
2019规自（房）建字0010号,连续重整联合装置油品升级改造项目厂房及配套用房建设工程（压缩机厂房等3项）,中国石化集团资产经营管理有限公司北京燕山石化分公司,房山区栗园街道栗园路1号,2019-02-26
2019规自（海）建字0010号,海淀区北部新区实验幼儿园建设工程项目（1#幼儿园等2项）,北京市海淀区教育委员会,海淀区白家疃村,2019-02-25
2019规自（昌）建字0003号,A-1商务办公楼,北京未来科技城保昌置业有限公司,昌平区北七家镇,2019-02-25
2019规（开）建字0006号,MFA（奔驰前驱车型）总装车间物流及生产辅助设施区项目（6号门卫（489））,北京奔驰汽车有限公司,亦庄开发区,2019-02-25
2019规自（海）建字0010号,海淀区北部新区实验幼儿园建设工程项目（1#幼儿园等2项）,北京市海淀区教育委员会,海淀区白家疃村,2019-02-22
2019规自（门）建字0003号,门头沟区采空棚户区改造小园4、5号地块定向安置房项目（5-7#居住公共服务设施用房等5项）,北京市门头沟区采空棚户区改造建设中心,门头沟区永定镇小园村,2019-02-21
2019规自（门）建字0002号,门头沟区采空棚户区改造小园4、5号地块定向安置房项目（4-6#居住公共服务设施用房等3项）,北京市门头沟区采空棚户区改造建设中心,门头沟区永定镇小园村,2019-02-21
2019规自（顺）建字0014号,燃气锅炉房,中国灌溉排水发展中心,顺义区高丽营镇金马工业区16号,2019-02-21
2019规（开）建字0005号,提升泵池、MBBR池及气浮池等4项,北京经济技术开发区基建办公室,亦庄开发区G8地块,2019-02-21
2019规自（顺）建字0014号,燃气锅炉房,中国灌溉排水发展中心,顺义区金马工业区16高丽营镇,2019-02-20
2019规（开）建字0004号,反冲洗水泵房等14项,北京经济技术开发区基建办公室,亦庄开发区83U5/U6地块,2019-02-20
2019规（开）建字0005号,提升泵池、MBBR池及气浮池等4项,北京经济技术开发区基建办公室,亦庄开发区G8地块,2019-02-20
2019规自（门）建字0002号,门头沟区采空棚户区改造小园4、5号地块定向安置房项目（4-6#居住公共服务设施用房等3项）,北京市门头沟区采空棚户区改造建设中心,门头沟区永定镇小园,2019-02-20
2019规自（门）建字0003号,门头沟区采空棚户区改造小园4、5号地块定向安置房项目（5-7#居住公共服务设施用房等5项）,北京市门头沟区采空棚户区改造建设中心,门头沟区永定镇小园村,2019-02-20
2019规自（通）建字0010号,中国铁建十六局集团北京轨道交通工程建设有限公司办公楼装修改造项目,中铁十六局集团北京轨道交通工程建设有限公司,通州区新华西街226号,2019-02-19
2019规自（通）建字0009号,通州区台湖镇104地块F3其他类多功能用地项目（6#楼（办公）等8项）,北京光谷科技园开发建设有限公司,通州区台湖镇,2019-02-19
2019规自（通）建字0011号,通州区车站路8号外立面装修项目,北京金通银管理咨询有限公司,通州区车站路8号,2019-02-19
2019规自（西）建字0014号,北京大学人民医院西配楼新建外挂电梯及连廊等工程（外挂电梯、连廊等）,北京大学人民医院,西城区西直门南大街11号,2019-02-18
2019规自（通）建字0009号,通州区台湖镇104地块F3其他类多功能用地项目（6#楼（办公）等8项）,北京光谷科技园开发建设有限公司,通州区台湖镇,2019-02-18
2019规自（通）建字0010号,中国铁建十六局集团北京轨道交通工程建设有限公司办公楼装修改造项目,中铁十六局集团北京轨道交通工程建设有限公司,通州区新华西街26,2019-02-18
2019规自（通）建字0011号,通州区车站路8号外立面装修项目,北京金通银管理咨询有限公司,通州区车站路8,2019-02-18
2019规自（丰）建字0007号,丰台区卢沟桥乡小瓦窑村XWY-12等地块绿隔产业、住宅混合公建及基础教育用地项目（1#住宅楼等6项）,北京洺润置业有限公司,丰台区卢沟桥乡小瓦窑村,2019-02-15
2019规自（顺）乡建字0001号,配电室,"北京市顺义区教育委员会
北京市顺义区南彩学校",顺义区南彩镇南彩村,2019-02-15
