丰台区应急管理局执法检查公示目录（第三季度6月24日-9月30日）,,,,,,
序号,被检查单位名称,检查日期,执法检查单编号,检查方式是否双随机,检查结论,检查部门
1009,北京燕鑫海源石油制品有限公司,44762,(京丰)应急现记〔2022〕执01022号,否,合格,区应急管理局
1010,北京润福通丰盾加油站有限公司,44762,(京丰)应急现记〔2022〕执01024号,否,合格,区应急管理局
1011,北京市杜家坎加油站有限公司,44762,(京丰)应急现记〔2022〕执01025号,否,合格,区应急管理局
1012,北京丰管路加油站,44762,(京丰)应急现记〔2022〕执01027号,否,合格,区应急管理局
1013,北京苑津强加油站有限公司,44762,(京丰)应急现记〔2022〕执01028号,否,合格,区应急管理局
1014,北京市德利发加油站有限责任公司,44762,(京丰)应急现记〔2022〕执01029号,否,合格,区应急管理局
1015,北京盛丰明陈留加油站有限公司,44762,(京丰)应急现记〔2022〕执01030号,否,合格,区应急管理局
1016,中国石化销售股份有限公司北京丰台中垦丰南加油站,44762,(京丰)应急现记〔2022〕执01031号,否,合格,区应急管理局
1017,北京南三环草桥加油站,44763,(京丰)应急现记〔2022〕执01032号,否,合格,区应急管理局
1018,中国石化销售股份有限公司北京丰台玉泉营加油站,44763,(京丰)应急现记〔2022〕执01033号,否,合格,区应急管理局
1019,北京市宛丰加油站,44763,(京丰)应急现记〔2022〕执01034号,否,合格,区应急管理局
1020,北京宛平迅捷销售有限公司,44763,(京丰)应急现记〔2022〕执01035号,否,合格,区应急管理局
1021,北京倪庄鑫马加油站,44763,(京丰)应急现记〔2022〕执01037号,否,合格,区应急管理局
1022,北京壳牌石油有限公司槐房路加油站,44763,(京丰)应急现记〔2022〕执01038号,否,合格,区应急管理局
1023,北京丰台京旭加油站,44763,(京丰)应急现记〔2022〕执01039号,否,合格,区应急管理局
1024,中国石化销售股份有限公司北京丰台六里桥加油站,44763,(京丰)应急现记〔2022〕执01040号,否,合格,区应急管理局
1025,北京石富丰机动车加油有限责任公司,44763,(京丰)应急现记〔2022〕执01041号,否,合格,区应急管理局
1026,北京鑫垚金地加油站有限公司,44764,(京丰)应急现记〔2022〕执01042号,否,合格,区应急管理局
1027,北京中外运加油站,44764,(京丰)应急现记〔2022〕执01044号,否,合格,区应急管理局
1028,北京丰北公交加油站,44764,(京丰)应急现记〔2022〕执01043号,否,合格,区应急管理局
1029,北京元乾元加油站有限公司,44764,(京丰)应急现记〔2022〕执01045号,否,合格,区应急管理局
1030,北京台宜汽车清洗保养有限公司,44764,(京丰)应急现记〔2022〕执01046号,否,合格,区应急管理局
1031,北京陇兴嘉能能源有限公司,44764,(京丰)应急现记〔2022〕执01047号,否,合格,区应急管理局
1032,北京航天雷特机电工程有限公司气体分公司,44764,(京丰)应急现记〔2022〕执01049号,否,合格,区应急管理局
1033,北京市丰台亚源加油站,44764,(京丰)应急现记〔2022〕执01050号,否,合格,区应急管理局
1034,北京长城制药有限公司,44767,(京丰)应急现记〔2022〕执01052号,否,合格,区应急管理局
1035,北京鑫福海木栖园石化产品销售有限公司,44767,(京丰)应急现记〔2022〕执01053号,否,合格,区应急管理局
1036,北京市顺发南宫加油站,44767,(京丰)应急现记〔2022〕执01054号,否,合格,区应急管理局
1037,北京市顺利发加油站,44767,(京丰)应急现记〔2022〕执01055号,否,合格,区应急管理局
1038,中国石化销售股份有限公司北京丰台丽泽东路加油站,44767,(京丰)应急现记〔2022〕执01056号,否,合格,区应急管理局
1039,北京金泰恒业燃料有限公司加油站,44767,(京丰)应急现记〔2022〕执01057号,否,合格,区应急管理局
1040,北京三元石油有限公司五里店加油站,44767,(京丰)应急现记〔2022〕执01058号,否,合格,区应急管理局
1041,北京三元石油有限公司和义加油站,44767,(京丰)应急现记〔2022〕执01059号,否,合格,区应急管理局
1042,北京超强力油脂销售中心,44767,(京丰)应急现记〔2022〕执01062号,否,合格,区应急管理局
1043,北京花乡众生加油站有限公司,44767,(京丰)应急现记〔2022〕执01061号,否,合格,区应急管理局
1044,北京建宏发加油站有限公司,44767,(京丰)应急现记〔2022〕执01063号,否,合格,区应急管理局
1045,北京市浩翰龙加油站有限公司,44767,(京丰)应急现记〔2022〕执01064号,否,合格,区应急管理局
1046,北京市丰台晓龙加油站有限公司,44768,(京丰)应急现记〔2022〕执01065号,否,合格,区应急管理局
1047,北京市国兴长油加油站有限公司,44768,(京丰)应急现记〔2022〕执01066号,否,合格,区应急管理局
1048,北京市大灰厂加油站有限公司,44768,(京丰)应急现记〔2022〕执01067号,否,合格,区应急管理局
1049,北京同仁堂科技发展股份有限公司制药厂,44768,(京丰)应急现记〔2022〕执01068号,否,合格,区应急管理局
1050,北京京西三兴加油站,44768,(京丰)应急现记〔2022〕执01070号,否,合格,区应急管理局
1051,北京市丰台赵辛店加油站,44768,(京丰)应急现记〔2022〕执01071号,否,合格,区应急管理局
1052,北京协和燕庆石油化工有限公司右安门加油站,44768,(京丰)应急现记〔2022〕执01072号,否,合格,区应急管理局
1053,北京燕化万特加油站有限公司,44768,(京丰)应急现记〔2022〕执01073号,否,合格,区应急管理局
1054,北京丰台加油站,44768,(京丰)应急现记〔2022〕执01074号,否,合格,区应急管理局
1055,北京公联京胜石化有限公司,44769,(京丰)应急现记〔2022〕执01077号,否,合格,区应急管理局
1056,北京公联京胜石化有限公司第一加油站,44769,(京丰)应急现记〔2022〕执01078号,否,合格,区应急管理局
1057,北京凡家村加油站,44769,(京丰)应急现记〔2022〕执01080号,否,合格,区应急管理局
1058,北京鑫兆元商贸中心,44769,(京丰)应急现记〔2022〕执01082号,否,合格,区应急管理局
1059,北京北方生物技术研究所有限公司,44769,(京丰)应急现记〔2022〕执01084号,否,合格,区应急管理局
1060,北京金环城加油站有限公司,44769,(京丰)应急现记〔2022〕执0185号,否,合格,区应急管理局
1061,北京市丰台长兴气体厂,44769,(京丰)应急现记〔2022〕执01089号,否,合格,区应急管理局
1062,北京镇岗加油站有限公司,44769,(京丰)应急现记〔2022〕执01090号,否,合格,区应急管理局
1063,北京捷快达加油站,44769,(京丰)应急现记〔2022〕执01093号,否,合格,区应急管理局
1064,北京花乡新兴食品加工厂,44777,(京丰)应急现记〔2022〕执01104号,否,合格,区应急管理局
1065,北京美添前景科技有限公司丰台分公司,44784,(京丰)应急现记〔2022〕执01137号,否,不合格,区应急管理局
1066,北京建宏发加油站有限公司,44784,(京丰)应急现记〔2022〕执01141号,否,不合格,区应急管理局
1067,北京超强力油脂销售中心,44784,(京丰)应急现记〔2022〕执01139号,否,不合格,区应急管理局
1068,北京市天润中电高压电子有限公司,44784,(京丰)应急现记〔2022〕执01134号,否,不合格,区应急管理局
1069,北京台宜汽车清洗保养有限公司,44811,(京丰)应急现记〔2022〕执01410号,否,合格,区应急管理局
1070,北京信实泰达靛厂加油站有限公司,44811,(京丰)应急现记〔2022〕执01419号,否,不合格,区应急管理局
1071,北京丰台丰胜加油站,44811,(京丰)应急现记〔2022〕执01458号,否,不合格,区应急管理局
1072,北京元乾元加油站有限公司,44811,(京丰)应急现记〔2022〕执01483号,否,合格,区应急管理局
1073,北京燕化万特加油站有限公司,44811,(京丰)应急现记〔2022〕执01492号,否,不合格,区应急管理局
1074,北京京西三兴加油站,44811,(京丰)应急现记〔2022〕执01420号,否,不合格,区应急管理局
1075,北京利安顺成品油有限公司,44817,(京丰)应急现记〔2022〕执01571号,否,不合格,区应急管理局
1076,北京雷音电子技术开发有限公司,44827,(京丰)应急现记〔2022〕执01783号,否,合格,区应急管理局
1077,北京合欣机电有限责任公司,44827,(京丰)应急现记〔2022〕执01782号,否,合格,区应急管理局
1078,北京北信丰元铁路电子设备有限公司,44831,(京丰)应急现记〔2022〕执01803号,否,合格,区应急管理局
