是否已注销,产权单位企业名称,登记编号,设备类型,生产厂家,产权单位统一社会信用代码
有效,北京庞源机械工程有限公司,京TZ-T69224,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京茂祥东兴建设工程有限公司,京TZ-T67902,塔式起重机,中联重科股份有限公司,91110112MA01ND6Y5E
有效,北京振兴宇齐机械建材有限公司,京HR-S55318,施工升降机,北京九虹中工工程机械有限公司,91110116663732050R
有效,建中福安(北京）建设工程有限公司,京FS-T58407,塔式起重机,北京永茂建工机械制造有限公司,91110111MA01TRGG2N
有效,北京紫竹慧建设服务股份有限公司,京MT-T68545,塔式起重机,湖北江汉建筑工程机械有限公司,91110109700090035D
有效,北京庞源机械工程有限公司,京TZ-T78518,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京荣兴振华机械设备租赁有限公司,京HR-S61242,施工升降机,北京宏升卓越工程机械有限公司,91110116082838850Y
有效,北京国成伟业机械设备租赁有限公司,京HR-S79631,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京天罡星机械设备租赁有限公司,京TZ-S76971,施工升降机,中联重科股份有限公司,91110112792139325U
有效,北京乐鑫远程建筑机械租赁有限公司,京DX-S56948,施工升降机,安徽升业工程机械有限公司,91110115695007021Q
有效,北京龙友设备租赁有限公司,京MT-S59618,施工升降机,北京宏升卓越工程机械有限公司,911101096343243226
有效,北京中盛达建设工程有限公司,京FS-S77694,施工升降机,黄骅市昌达起重设备有限公司,91110111MA01G4Q36X
有效,北京振兴宇齐机械建材有限公司,京HR-S60196,施工升降机,黄骅市昌达起重设备有限公司,91110116663732050R
有效,北京天和建筑机械设备租赁有限责任公司,京FT-S63483,施工升降机,北京宏升卓越工程机械有限公司,911101066336408682
有效,北京紫竹慧建设服务股份有限公司,京MT-S72769,施工升降机,湖北江汉建筑工程机械有限公司,91110109700090035D
有效,北京亚泰众安起重机械设备租赁有限公司,京FS-S58135,施工升降机,亚泰重工股份有限公司,91110111579040676B
有效,北京泰瑞祥达机电设备有限公司,京MT-S57887,施工升降机,北京宏升卓越工程机械有限公司,9111010906730229X2
有效,北京维创建筑机械租赁有限公司,京FT-S70274,施工升降机,中联重科股份有限公司,91110106674289250A
有效,北京京张机械设备租赁有限公司,京MY-T59465,塔式起重机,大汉科技股份有限公司,91110228348273931H
有效,北京坤克鼎盛建筑机械租赁有限公司,京FS-S58072,施工升降机,大汉科技股份有限公司,91110111MA01M6F777
有效,北京国成伟业机械设备租赁有限公司,京HR-S81020,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京庞源机械工程有限公司,京TZ-T61989,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京利升腾跃机械设备有限公司,京MT-T78960,塔式起重机,广西建工集团建筑机械制造有限责任公司,911101090612552343
有效,北京实力机械租赁有限公司,京CP-T80149,塔式起重机,大汉科技股份有限公司,91110114X004196299
有效,北京世纪红工贸有限公司,京FT-T40680,塔式起重机,北京永茂建工机械制造有限公司,911101067393692285
有效,北京鑫盈佳诺机械设备租赁有限公司,京FS-T67058,塔式起重机,中联重科股份有限公司,91110111MA01DK783E
有效,北京国成伟业机械设备租赁有限公司,京HR-S81021,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京国成伟业机械设备租赁有限公司,京HR-S76145,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京正和恒泰机械工程有限公司,京MY-T60751,塔式起重机,辽宁天一重工有限公司,91110228MA018UPN0B
有效,北京庞源机械工程有限公司,京TZ-T70977,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京玛雅世纪建筑设备租赁有限公司,京FS-T81313,塔式起重机,中联重科股份有限公司,9111010655309895XH
有效,北京龙泰机械设备安装有限公司,京FT-T73186,塔式起重机,中联重科股份有限公司,911101061021981424
有效,北京建工一建工程建设有限公司,京FT-S79178,施工升降机,北京宏升卓越工程机械有限公司,911100007334487859
有效,北京荣基建筑机械设备租赁有限公司,京CP-S75836,施工升降机,黄骅市昌达起重设备有限公司,91110114MA01EWF4XC
有效,北京紫竹慧建设服务股份有限公司,京MT-T63121,塔式起重机,廊坊中建机械有限公司,91110109700090035D
有效,北京紫竹慧建设服务股份有限公司,京MT-T67609,塔式起重机,湖北江汉建筑工程机械有限公司,91110109700090035D
有效,北京燕钲新发晋达建设有限公司,京FS-S73617,施工升降机,大汉科技股份有限公司,91110304MABT9GKK7G
有效,北京庞源机械工程有限公司,京TZ-T81473,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京瑞麒铭建筑机械租赁有限责任公司,京CP-T74202,塔式起重机,中联重科股份有限公司,911101148026600002
有效,北京鑫龙伟业建筑设备租赁有限公司,京CP-T54043,塔式起重机,江麓机电集团有限公司,911101146876346821
有效,北京富帮机械工程有限公司,京FS-T74322,塔式起重机,广西建工集团建筑机械制造有限责任公司,91110111MA01NP5X3B
有效,北京庞源机械工程有限公司,京TZ-T68499,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京市第三建筑工程有限公司,京XC-T76777,塔式起重机,抚顺永茂建筑机械有限公司,91110000101389748B
有效,北京沂鑫建筑机械租赁有限公司,京PG-S64431,施工升降机,中联重科股份有限公司,91110117700065817E
有效,北京金鼎盛起重建筑机械设备有限公司,京DX-S58100,施工升降机,北京金鼎盛起重建筑机械设备有限公司,91110115666921391C
有效,北京安泰顺昌商贸有限公司,京TZ-T68403,塔式起重机,广西建工集团建筑机械制造有限责任公司,91110112685146431D
有效,北京荣基建筑机械设备租赁有限公司,京CP-S71175,施工升降机,黄骅市昌达起重设备有限公司,91110114MA01EWF4XC
有效,北京龙泰机械设备安装有限公司,京FT-T73196,塔式起重机,徐州建机工程机械有限公司,911101061021981424
有效,北京金久安建筑设备租赁有限公司,京HR-S82088,施工升降机,北京宏升卓越工程机械有限公司,911102288020872162
有效,北京城乡中昊建设有限责任公司,京DC-T71414,塔式起重机,抚顺永茂建筑机械有限公司,91110101101119844W
有效,北京正和恒泰机械工程有限公司,京MY-S69330,施工升降机,北京宏升卓越工程机械有限公司,91110228MA018UPN0B
有效,北京宏兴兴业建筑机械租赁有限公司,京DX-S64258,施工升降机,中联重科股份有限公司,91110115688380899R
有效,北京云苏建设工程有限公司,京DX-S62541,施工升降机,大汉科技股份有限公司,91110115590624891C
有效,北京庞源机械工程有限公司,京TZ-T78532,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京三上建筑机械租赁有限公司,京FT-T77577,塔式起重机,中联重科股份有限公司,911101067461137227
有效,北京国成伟业机械设备租赁有限公司,京HR-S75457,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京鑫盛恒泰机械租赁有限公司,京FS-T66081,塔式起重机,北京永茂建工机械制造有限公司,91110111MA01YPQ907
有效,北京立新顺超机械施工有限公司,京SY-T53684,塔式起重机,徐州建机工程机械有限公司,91110113102561095H
有效,北京紫竹慧建设服务股份有限公司,京MT-T74384,塔式起重机,四川建设机械（集团）股份有限公司,91110109700090035D
有效,北京国成伟业机械设备租赁有限公司,京HR-S78282,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京凯硕工程机械租赁有限公司,京MT-T66703,塔式起重机,徐州建机工程机械有限公司,91110109MA020NYC66
有效,北京物奇博机械设备租赁有限公司,京CP-S62567,施工升降机,山东鲁塔建工机械有限公司,91110114554821257A
有效,北京顺昌安泰建筑机械租赁有限公司,京FS-S62801,施工升降机,黄骅市昌达起重设备有限公司,91110106580836591K
有效,北京国成伟业机械设备租赁有限公司,京HR-S63172,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京庞源机械工程有限公司,京TZ-T77334,塔式起重机,中联重科股份有限公司,911101125568120205
有效,北京瑞麒铭建筑机械租赁有限责任公司,京CP-S74284,施工升降机,北京宏升卓越工程机械有限公司,911101148026600002
有效,北京天和建筑机械设备租赁有限责任公司,京FT-S77595,施工升降机,北京汇鑫机械厂,911101066336408682
有效,北京神州恒运达机电设备有限公司,京HD-S69118,施工升降机,山东鲁塔建工机械有限公司,9111010878395941XA
有效,北京和平龙盛机械租赁有限公司,京CP-T63272,塔式起重机,江麓机电集团有限公司,91110114082837866E
有效,北京斌悍商贸有限公司,京HR-S70808,施工升降机,济南鹏诚建筑机械有限公司,9111011679344775X1
有效,北京成飞佳业机械租赁有限公司,京HR-T65108,塔式起重机,新乡克瑞重型机械科技股份有限公司,91110116MA00EM3A4Q
有效,北京长金顺发建筑设备租赁有限公司,京DX-W66030,物料提升机,郑州市革新建筑机械有限公司,91110115L19406337P
有效,北京汇鑫机械厂,京DC-S64423,施工升降机,北京汇鑫机械厂,9111010110151393XX
有效,北京隆昌创业商贸有限公司,京FS-W60568,物料提升机,天津市宝亮建筑机械有限公司,911101116699466741
有效,北京乐亿联机械设备租赁有限公司,京FT-S57847,施工升降机,中联重科股份有限公司,91110106699623032N
有效,北京节节高机械租赁有限公司,京FS-S81218,施工升降机,大汉科技股份有限公司,91110116MA04D89Q3T
有效,远洋国际建设有限公司,京HR-S56944,施工升降机,广州市特威工程机械有限公司,911100006738027452
有效,北京星城瑞景商贸有限公司,京DX-T55461,塔式起重机,中联重科股份有限公司,911101156923126452
有效,北京盛鼎机械设备有限公司,京DX-T73988,塔式起重机,广西建工集团建筑机械制造有限责任公司,91110115802861662B
有效,北京茂祥东兴建设工程有限公司,京TZ-T73199,塔式起重机,江西中天智能装备股份有限公司,91110112MA01ND6Y5E
有效,北京宏安嘉源建筑机械设备有限公司,京SY-W53625,物料提升机,郑州市荥阳航通建筑设备有限公司,91110106560400328M
有效,北京金运恒业机械建材有限公司,京HR-T79857,塔式起重机,徐州建机工程机械有限公司,91110116699610696D
有效,北京攀腾伟业建筑机械设备租赁有限公司,京FS-T62670,塔式起重机,沈阳三洋建筑机械有限公司,91110111665649816H
有效,北京凯泓鑫机械设备租赁有限公司,京PG-T80208,塔式起重机,徐州建机工程机械有限公司,911101056691420004
有效,北京圣语通达机械设备租赁有限公司,京TZ-S51292,施工升降机,黄骅市昌达起重设备有限公司,911101125752402169
有效,中铁建设集团北京工程有限公司,京SJ-T71241,塔式起重机,徐州建机工程机械有限公司,9111010706489893X2
有效,北京宏达盛都商贸有限公司,京DX-S59114,施工升降机,大汉科技股份有限公司,91110115665626251Q
有效,北京大通基业设备租赁有限公司,京DX-S58549,施工升降机,北京宏升卓越工程机械有限公司,91110115057312582R
有效,北京昕晟伟业机械设备租赁有限公司,京PG-S70903,施工升降机,中联重科股份有限公司,91110117MA01X4Q39J
有效,北京国成伟业机械设备租赁有限公司,京HR-S73780,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京天罡星机械设备租赁有限公司,京TZ-T79560,塔式起重机,中联重科股份有限公司,91110112792139325U
有效,北京星城瑞景商贸有限公司,京FS-T67564,塔式起重机,中联重科股份有限公司,911101156923126452
有效,北京庞源机械工程有限公司,京TZ-T74124,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京宏达盛都商贸有限公司,京DX-W69877,物料提升机,山东九虹重工有限公司,91110115665626251Q
有效,北京天和建筑机械设备租赁有限责任公司,京FT-S59563,施工升降机,北京宏升卓越工程机械有限公司,911101066336408682
有效,北京市龙曦晟建筑机械设备租赁有限公司,京HR-S74028,施工升降机,天津京龙工程机械有限公司,91110116MAC1ATWT49
有效,北京神州恒运达机电设备有限公司,京HD-S60006,施工升降机,山东鲁塔建工机械有限公司,9111010878395941XA
有效,北京昕晟伟业机械设备租赁有限公司,京PG-S73015,施工升降机,北京宏升卓越工程机械有限公司,91110117MA01X4Q39J
有效,北京庞源机械工程有限公司,京TZ-T67850,塔式起重机,马尼托瓦克起重设备（中国）有限公司,911101125568120205
有效,北京乐鑫远程建筑机械租赁有限公司,京DX-S57279,施工升降机,安徽升业工程机械有限公司,91110115695007021Q
有效,中臻（北京）建设工程有限公司,京TZ-S62209,施工升降机,中联重科股份有限公司,91110112MA01FFBM0A
有效,北京国成伟业机械设备租赁有限公司,京HR-S66540,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京长金顺发建筑设备租赁有限公司,京DX-W59347,物料提升机,郑州市革新建筑机械有限公司,91110115L19406337P
有效,北京盛大丰涂建筑工程有限公司,京MY-S70953,施工升降机,黄骅市昌达起重设备有限公司,91110228MA01DKJR5E
有效,北京振邦万达机械设备有限公司,京HR-W76784,物料提升机,湖南大汉至诚建设机械有限公司,91110116551415640F
有效,北京宏信机械设备租赁有限公司,京MT-S65563,施工升降机,河南省川达建筑机械有限公司,911101060929215949
有效,北京卓立云达设备租赁有限公司,京FS-T74252,塔式起重机,江西中天机械有限公司,91110111MA01NMCA1T
有效,北京华友益宏建筑设备租赁有限公司,京MT-S61229,施工升降机,济南金源建工机械有限公司,91110109694955871Y
有效,北京中灿世纪红机械有限公司,京SY-T81336,塔式起重机,中联重科股份有限公司,91110111MA01ECW35U
有效,北京物奇博机械设备租赁有限公司,京CP-S65085,施工升降机,北京宏升卓越工程机械有限公司,91110114554821257A
有效,北京国成伟业机械设备租赁有限公司,京HR-S59232,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京宏顺隆丰机械设备租赁有限公司,京FS-S54199,施工升降机,北京宏升卓越工程机械有限公司,91110111MA01J5AJ4E
有效,北京天宇伟业建筑装饰工程有限公司,京HR-S81751,施工升降机,中联重科股份有限公司,911101165636558952
有效,北京北野建筑工程有限公司,京PG-T73886,塔式起重机,中联重科股份有限公司,91110117MA01GP6R22
有效,北京振豪宇安建筑机械租赁有限公司,京DX-T57779,塔式起重机,湖南三一塔式起重机械有限公司,911101155548872057
有效,中建二局第三建筑工程有限公司,京FT-T60500,塔式起重机,廊坊中建机械有限公司,9111000063370987XW
有效,北京攀腾伟业建筑机械设备租赁有限公司,京FS-T75757,塔式起重机,中联重科股份有限公司,91110111665649816H
有效,北京龙友设备租赁有限公司,京MT-T77149,塔式起重机,中联重科股份有限公司,911101096343243226
有效,北京中惠博远机械工程有限公司,京HD-T65913,塔式起重机,北京永茂建工机械制造有限公司,911101085790557045
有效,北京国成伟业机械设备租赁有限公司,京HR-S68269,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京兴顺明达建筑设备租赁有限公司,京FS-T58245,塔式起重机,中联重科股份有限公司,91110106667535716R
有效,北京长金顺发建筑设备租赁有限公司,京DX-W66050,物料提升机,郑州市革新建筑机械有限公司,91110115L19406337P
有效,北京城乡中昊建设有限责任公司,京DC-T68082,塔式起重机,沈阳三洋建筑机械有限公司,91110101101119844W
有效,北京金久安建筑设备租赁有限公司,京HR-S81851,施工升降机,北京宏升卓越工程机械有限公司,911102288020872162
有效,北京安答建筑设备有限公司,京HR-S66998,施工升降机,廊坊凯博建设机械科技有限公司,91110116MA01B96M0D
有效,北京鑫金建筑机械租赁有限公司,京CY-S73066,施工升降机,北京宏升卓越工程机械有限公司,91110105663114228C
有效,北京佳华同创机械设备租赁有限公司,京HR-S71805,施工升降机,大汉科技股份有限公司,91110112579029098H
有效,北京国成伟业机械设备租赁有限公司,京HR-S58639,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,中航建设集团租赁有限公司,京HR-T61811,塔式起重机,徐州建机工程机械有限公司,91110116MA00BCGW3R
有效,北京正和恒泰机械工程有限公司,京MY-T63320,塔式起重机,中联重科股份有限公司,91110228MA018UPN0B
有效,北京振豪宇安建筑机械租赁有限公司,京FS-T78450,塔式起重机,湖南三一塔式起重机械有限公司,911101155548872057
有效,北京中达创源机械设备有限公司,京FS-T75910,塔式起重机,徐州建机工程机械有限公司,91110111MA01M07N08
有效,北京庞源机械工程有限公司,京TZ-T78907,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京齐君设备租赁有限公司,京DX-S80145,施工升降机,北京宏升卓越工程机械有限公司,911101156637463991
有效,大一机械（北京）有限公司,京TZ-S75634,施工升降机,黄骅市昌达起重设备有限公司,91110112MACM56E44M
有效,北京金久安建筑设备租赁有限公司,京HR-S73740,施工升降机,北京宏升卓越工程机械有限公司,911102288020872162
有效,北京永德瑞恒机械设备有限公司,京TZ-S77413,施工升降机,北京金山建筑机械厂,9111011258770257XJ
有效,北京佳路机械运输有限公司,京CP-T81791,塔式起重机,中联重科股份有限公司,911101147003480401
有效,北京合力丰业机械设备租赁有限公司,京DC-S56438,施工升降机,黄骅市昌达起重设备有限公司,91110101662186860E
有效,北京荣华机械设备租赁有限公司,京PG-W77510,物料提升机,山东鲁塔建工机械有限公司,91110117MADE6M890W
有效,北京斌悍商贸有限公司,京HR-T82166,塔式起重机,辽宁天一重工有限公司,9111011679344775X1
有效,北京吉安建立工程设备安装有限公司,京MT-T79475,塔式起重机,中联重科股份有限公司,91110109MA01D24K32
有效,北京天罡星机械设备租赁有限公司,京TZ-S70510,施工升降机,中联重科股份有限公司,91110112792139325U
有效,北京佳华同创机械设备租赁有限公司,京HR-S60696,施工升降机,大汉科技股份有限公司,91110112579029098H
有效,北京紫竹慧建设服务股份有限公司,京MT-T81746,塔式起重机,湖北江汉建筑工程机械有限公司,91110109700090035D
有效,北京乐亿联机械设备租赁有限公司,京FT-T56849,塔式起重机,中联重科股份有限公司,91110106699623032N
有效,北京金久安建筑设备租赁有限公司,京PG-S66480,施工升降机,北京宏升卓越工程机械有限公司,911102288020872162
有效,北京庞源机械工程有限公司,京TZ-T74121,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京金久安建筑设备租赁有限公司,京HR-S82095,施工升降机,北京宏升卓越工程机械有限公司,911102288020872162
有效,北京荣升振华建筑装饰工程有限公司,京HR-S57058,施工升降机,天津京龙工程机械有限公司,91110116560364160X
有效,北京天罡星机械设备租赁有限公司,京TZ-T65253,塔式起重机,中联重科股份有限公司,91110112792139325U
有效,中建二局第一建筑工程有限公司,京FT-T30667,塔式起重机,中建机械有限公司,91110000104341301L
有效,北京正和恒泰机械工程有限公司,京MY-S68528,施工升降机,北京宏升卓越工程机械有限公司,91110228MA018UPN0B
有效,北京宏达盛都商贸有限公司,京DX-S65930,施工升降机,北京宏升卓越工程机械有限公司,91110115665626251Q
有效,北京庞源机械工程有限公司,京TZ-T61726,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京天宇伟业建筑装饰工程有限公司,京HR-S67796,施工升降机,北京宏升卓越工程机械有限公司,911101165636558952
有效,北京汇通兴源科技有限公司,京FS-S78280,施工升降机,中联重科股份有限公司,91110106MA001A7207
有效,北京振邦万达机械设备有限公司,京HR-S57678,施工升降机,北京宏升卓越工程机械有限公司,91110116551415640F
有效,北京永兴达建筑机械设备租赁有限公司,京FS-T81031,塔式起重机,中联重科股份有限公司,91110111562055038R
有效,北京宇昕机电设备租赁有限公司,京FT-T77729,塔式起重机,中联重科股份有限公司,91110106580865309P
有效,北京大溪佳地机械租赁有限公司,京TZ-W54173,物料提升机,武汉万达机械制造有限公司,911101125620955901
有效,北京庞源机械工程有限公司,京TZ-T78830,塔式起重机,中联重科股份有限公司,911101125568120205
有效,北京市晋塔建筑机械设备租赁有限公司,京CP-S56672,施工升降机,山西省工程机械有限公司,911101148026644231
有效,中铁建设集团北京工程有限公司,京SJ-T70999,塔式起重机,中联重科股份有限公司,9111010706489893X2
有效,北京安建鑫成机械设备租赁有限公司,京HR-S77502,施工升降机,中联重科股份有限公司,91110116579038584T
有效,北京庞源机械工程有限公司,京TZ-T68308,塔式起重机,沈阳三洋建筑机械有限公司,911101125568120205
有效,北京景州伟业机械设备租赁有限公司,京FS-S72136,施工升降机,黄骅市昌达起重设备有限公司,91110111MA0186577R
有效,北京鑫盈佳诺机械设备租赁有限公司,京FS-S63341,施工升降机,中联重科股份有限公司,91110111MA01DK783E
有效,北京市晋塔建筑机械设备租赁有限公司,京CP-S64169,施工升降机,山西省工程机械有限公司,911101148026644231
有效,北京庆发建筑机械设备租赁有限公司,京DX-S64994,施工升降机,北京宏升卓越工程机械有限公司,911101157596474243
有效,北京鑫和安达工程机械有限公司,京HR-W73527,物料提升机,山东鲁塔建工机械有限公司,91110116575218393A
有效,北京鼎立坤祥建筑机械租赁有限公司,京DX-T54567,塔式起重机,中联重科股份有限公司,91110115064902556A
有效,北京攀腾伟业建筑机械设备租赁有限公司,京FS-T81068,塔式起重机,徐州建机工程机械有限公司,91110111665649816H
有效,北京中灿世纪红机械有限公司,京SY-S80903,施工升降机,河北天罡星机械设备有限公司,91110111MA01ECW35U
有效,北京天平建筑机械租赁有限公司,京TZ-S70640,施工升降机,北京汇鑫机械厂,91110112681213668E
有效,北京京张机械设备租赁有限公司,京MY-T79926,塔式起重机,徐州建机工程机械有限公司,91110228348273931H
有效,北京市晋塔建筑机械设备租赁有限公司,京CP-S56675,施工升降机,山西省工程机械有限公司,911101148026644231
有效,北京胜宇天成机械设备有限公司,京CP-S69576,施工升降机,大汉科技股份有限公司,91110114MA021EKBX3
有效,北京金久安建筑设备租赁有限公司,京HR-S73549,施工升降机,北京宏升卓越工程机械有限公司,911102288020872162
有效,北京嘉诚兴旺建筑机械设备租赁有限公司,京PG-S81868,施工升降机,济南新同辉建筑机械有限公司,91110117560422340T
有效,北京汇通兴源科技有限公司,京FS-T74079,塔式起重机,徐州建机工程机械有限公司,91110106MA001A7207
有效,北京庞源机械工程有限公司,京TZ-T55802,塔式起重机,中联重科股份有限公司,911101125568120205
有效,北京瑞麒铭建筑机械租赁有限责任公司,京CP-T78496,塔式起重机,徐州建机工程机械有限公司,911101148026600002
有效,北京瑞明建筑机械设备租赁有限公司,京TZ-T80752,塔式起重机,徐州建机工程机械有限公司,91110112589143003H
有效,北京荣基建筑机械设备租赁有限公司,京CP-S65494,施工升降机,北京金山建筑机械厂,91110114MA01EWF4XC
有效,北京市晋塔建筑机械设备租赁有限公司,京CP-S67488,施工升降机,山西省工程机械有限公司,911101148026644231
有效,北京顺昌安泰建筑机械租赁有限公司,京FS-S71410,施工升降机,黄骅市昌达起重设备有限公司,91110106580836591K
有效,北京运佳机械设备维修中心,京CY-T56364,塔式起重机,抚顺永茂建筑机械有限公司,91110105721417463G
有效,北京龙泰机械设备安装有限公司,京FT-T61299,塔式起重机,中联重科股份有限公司,911101061021981424
有效,北京华瑞祥云商贸有限公司,京FS-S74392,施工升降机,邢台新恒成机床有限公司,91110111L28708548F
有效,北京大溪佳地机械租赁有限公司,京TZ-S68572,施工升降机,北京九虹中工工程机械有限公司,911101125620955901
有效,中铁建工集团有限公司,京FT-T80509,塔式起重机,沈阳三洋建筑机械有限公司,91110000710921189P
有效,北京宇田机械租赁有限公司,京SY-T62991,塔式起重机,中联重科股份有限公司,911101135694639313
有效,北京九方源建筑机械设备租赁有限公司,京CP-S73382,施工升降机,大汉科技股份有限公司,911101145732379612
有效,北京国成伟业机械设备租赁有限公司,京HR-S58369,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京华友益宏建筑设备租赁有限公司,京MT-S65318,施工升降机,北京宏升卓越工程机械有限公司,91110109694955871Y
有效,北京神州恒运达机电设备有限公司,京HD-S70490,施工升降机,北京九虹中工工程机械有限公司,9111010878395941XA
有效,北京昕晟伟业机械设备租赁有限公司,京PG-S80680,施工升降机,中联重科股份有限公司,91110117MA01X4Q39J
有效,北京云飞兴业建筑机械租赁有限公司,京FS-S67054,施工升降机,邢台新恒成机床有限公司,91110106670559524C
有效,北京宏瑞顺达建筑装饰工程有限公司,京HR-S75924,施工升降机,黄骅市昌达起重设备有限公司,9111011659969057XF
有效,北京雄建机械设备租赁有限公司,京PG-T57759,塔式起重机,徐州建机工程机械有限公司,911101175731521831
有效,中铁北京工程局集团北京有限公司,京YQ-S79622,施工升降机,中联重科股份有限公司,911102291000285539
有效,北京斌悍商贸有限公司,京HR-S74005,施工升降机,山东江大机械科技有限公司,9111011679344775X1
有效,北京吉安建立工程设备安装有限公司,京MT-T79350,塔式起重机,中联重科股份有限公司,91110109MA01D24K32
有效,北京金山建筑机械厂,京HD-S66780,施工升降机,北京金山建筑机械厂,91110108700313788L
有效,北京元吉祥建筑机械工程技术有限公司,京HD-T54273,塔式起重机,中联重科股份有限公司,91110108101941707K
有效,北京天罡星机械设备租赁有限公司,京TZ-S82130,施工升降机,河北天罡星机械设备有限公司,91110112792139325U
有效,北京龙泰机械设备安装有限公司,京FT-T51236,塔式起重机,中联重科股份有限公司,911101061021981424
有效,中航天建设工程集团有限公司,京FT-T65971,塔式起重机,中联重科股份有限公司,9111010610216599XD
有效,北京安建鑫成机械设备租赁有限公司,京HR-S77711,施工升降机,北京宏升卓越工程机械有限公司,91110116579038584T
有效,北京国成伟业机械设备租赁有限公司,京HR-S75485,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京庞源机械工程有限公司,京TZ-S76187,施工升降机,南京高立工程机械有限公司,911101125568120205
有效,北京大通基业设备租赁有限公司,京DX-S57766,施工升降机,北京宏升卓越工程机械有限公司,91110115057312582R
有效,北京瑞麒铭建筑机械租赁有限责任公司,京CP-T66509,塔式起重机,徐州建机工程机械有限公司,911101148026600002
有效,北京鹏盛鑫业机械设备有限公司,京TZ-S53921,施工升降机,大汉科技股份有限公司,91110112668440663W
有效,北京金鼎盛起重建筑机械设备有限公司,京DX-S57093,施工升降机,北京金鼎盛起重建筑机械设备有限公司,91110115666921391C
有效,北京鑫金建筑机械租赁有限公司,京SY-S77548,施工升降机,中联重科股份有限公司,91110105663114228C
有效,北京雄威通达机械设备有限公司,京SJ-T56232,塔式起重机,广西建工集团建筑机械制造有限责任公司,91110107585861358A
有效,北京庞源机械工程有限公司,京TZ-T81057,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京百运通达机电设备安装工程有限公司,京PG-T61202,塔式起重机,中联重科股份有限公司,911101175906899785
有效,北京中北华宇建筑机械租赁站,京SY-S63393,施工升降机,山东九虹重工有限公司,9111011310255758XT
有效,北京鑫泽益商贸有限公司,京HR-S63962,施工升降机,黄骅市昌达起重设备有限公司,91110116097947574G
有效,北京隆昌创业商贸有限公司,京FS-S56982,施工升降机,北京九虹中工工程机械有限公司,911101116699466741
有效,北京宏达盛都商贸有限公司,京DX-S66002,施工升降机,北京宏升卓越工程机械有限公司,91110115665626251Q
有效,北京众帮伟业机械设备租赁有限公司,京FS-T72952,塔式起重机,中联重科建筑起重机械有限责任公司,91110106678238557U
有效,中铁建工集团有限公司,京FT-T80535,塔式起重机,广西建工集团建筑机械制造有限责任公司,91110000710921189P
有效,北京星城瑞景商贸有限公司,京DX-T55462,塔式起重机,中联重科股份有限公司,911101156923126452
有效,中铁建设集团北京工程有限公司,京SJ-T81964,塔式起重机,抚顺永茂建筑机械有限公司,9111010706489893X2
有效,北京胜宇天成机械设备有限公司,京CP-S77842,施工升降机,张家港市荣达建筑机械制造有限公司,91110114MA021EKBX3
有效,北京天和建筑机械设备租赁有限责任公司,京FT-S63487,施工升降机,北京宏升卓越工程机械有限公司,911101066336408682
有效,北京庞源机械工程有限公司,京TZ-T79470,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京金久安建筑设备租赁有限公司,京HR-S75721,施工升降机,北京宏升卓越工程机械有限公司,911102288020872162
有效,北京庞源机械工程有限公司,京TZ-S60777,施工升降机,南京高立工程机械有限公司,911101125568120205
有效,北京方圆安泰商贸有限公司,京FS-T61101,塔式起重机,沈阳三洋建筑机械有限公司,91110111666289920G
有效,北京城乡中昊建设有限责任公司,京DC-T81832,塔式起重机,沈阳三洋建筑机械有限公司,91110101101119844W
有效,北京星辰建筑机械租赁有限公司,京MY-S68040,施工升降机,北京九虹中工工程机械有限公司,91110228MA01GL3289
有效,北京紫竹慧建设服务股份有限公司,京MT-T79104,塔式起重机,湖北江汉建筑工程机械有限公司,91110109700090035D
