标称生产者信息,被抽样单位信息,产品信息,检验结果,主键,更新时间
北京木林圣达食品厂,北京木林圣达食品厂,果蔬罐头,本次检查发现不符合项（0）项，其中：重点项（）项，项目序号分别是（）；一般项（）项，项目序号分别是（）。,110113-2023-1-001402,26/10/2023 10:00:00
北京燕京啤酒股份有限公司,北京燕京啤酒股份有限公司,啤酒,完全合格,110113-2023-1-001441,26/10/2023 10:00:00
北京康一品农产品物流有限公司,北京康一品农产品物流有限公司,其他食品,完全合格,110113-2023-1-001461,26/10/2023 10:00:00
北京祥福瑞食品技术研究院有限公司,北京祥福瑞食品技术研究院有限公司,"饼干,冷加工糕点,热加工糕点",完全合格,110113-2023-1-001471,26/10/2023 10:00:00
北京市味尚食品有限公司,北京市味尚食品有限公司,其他粮食加工品,完全合格,110113-2023-1-001494,26/10/2023 10:00:00
北京百卡弗食品有限公司,北京百卡弗食品有限公司,"调味料,其他食品,其他食品",完全合格,110113-2023-1-001502,26/10/2023 10:00:00
北京天福号食品有限公司,北京天福号食品有限公司,"其他罐头,热加工熟肉制品,速冻调制食品,畜禽水产罐头",完全合格,110113-2023-1-001508,26/10/2023 10:00:00
北京陆美食品有限公司,北京陆美食品有限公司,"蛋制品,调味料,即食水产品,其他方便食品,其他食品,热加工糕点,热加工熟肉制品",完全合格,110113-2023-1-001511,26/10/2023 10:00:00
北京华源兴德粮油制品有限公司,北京华源兴德粮油制品有限公司,大米,本次检查发现不符合项（1）项，其中：重点项（0）项，项目序号分别是（）；一般项（1）项，项目序号分别是（2.10）。,110113-2023-1-001517,26/10/2023 10:00:00
北京翰祺食品配料有限公司,北京翰祺食品配料有限公司,"调味料,食品用香精",完全合格,110113-2023-1-001519,26/10/2023 10:00:00
北京康一品农产品物流有限公司,北京康一品农产品物流有限公司,其他食品,完全合格,110113-2023-1-001557,26/10/2023 10:00:00
北京燕京啤酒股份有限公司矿泉水厂,北京燕京啤酒股份有限公司矿泉水厂,瓶(桶)装饮用水,完全合格,110113-2023-1-001566,26/10/2023 10:00:00
北京瓜尔润科技股份有限公司,北京瓜尔润科技股份有限公司,食品添加剂,完全合格,110113-2023-1-001571,26/10/2023 10:00:00
北京顺鑫农业股份有限公司鹏程食品分公司,北京顺鑫农业股份有限公司鹏程食品分公司,"热加工熟肉制品,食用动物油脂,速冻调制食品",完全合格,110113-2023-1-001574,26/10/2023 10:00:00
北京天福号食品有限公司,北京天福号食品有限公司,"其他罐头,热加工熟肉制品,速冻调制食品,畜禽水产罐头",完全合格,110113-2023-1-001592,26/10/2023 10:00:00
北京顺鑫农业股份有限公司牛栏山酒厂,北京顺鑫农业股份有限公司牛栏山酒厂,"白酒,其他酒",完全合格,110113-2023-1-001603,26/10/2023 10:00:00
北京天第食圣食品有限公司,北京天第食圣食品有限公司,其他粮食加工品,本次检查发现不符合项（0）项，其中：重点项（）项，项目序号分别是（）；一般项（）项，项目序号分别是（）。,110113-2023-1-001607,26/10/2023 10:00:00
北京紫云英保健品开发有限责任公司蜂产品加工厂,北京紫云英保健品开发有限责任公司蜂产品加工厂,"蜂花粉,蜂蜜,蜂王浆(含蜂王浆冻干品)",本次检查发现不符合项（0）项，其中：重点项（）项，项目序号分别是（）；一般项（）项，项目序号分别是（）。,110113-2023-1-001678,26/10/2023 10:00:00
北京可林娜水业有限公司,北京可林娜水业有限公司,瓶(桶)装饮用水,完全合格,110113-2023-1-002483,16/11/2023 22:00:16
北京金马欧兰食品有限公司,北京金马欧兰食品有限公司,"冷加工糕点,其他食品,热加工糕点",完全合格,110113-2023-1-002492,16/11/2023 22:00:51
北京中鹏饮料水有限公司,北京中鹏饮料水有限公司,包装饮用水,完全合格,110113-2023-1-002523,16/11/2023 22:01:53
点食诚心食品（北京）有限公司,点食诚心食品（北京）有限公司,"冷加工糕点,热加工糕点,速冻面米食品",完全合格,110113-2023-1-002805,27/11/2023 22:01:40
北京贝德食品厂,北京贝德食品厂,热加工糕点,完全合格,110114-2022-1-000825,26/10/2023 10:00:00
北京安德鲁水果食品有限公司,北京安德鲁水果食品有限公司,"调味料,蜂蜜,果冻,果蔬罐头,其他特殊膳食食品,水果制品,速冻其他食品",完全合格,110114-2023-1-000823,26/10/2023 10:00:00
北京锄禾食品有限责任公司,北京锄禾食品有限责任公司,"固体饮料,其他方便食品",完全合格,110114-2023-1-000828,26/10/2023 10:00:00
希杰（北京）食品有限公司,希杰（北京）食品有限公司,"调味料,其他罐头,其他食品",完全合格,110114-2023-1-000846,26/10/2023 10:00:00
北京吴裕泰茶业股份有限公司配送中心,北京吴裕泰茶业股份有限公司配送中心,"茶叶,代用茶",完全合格,110114-2023-1-000871,26/10/2023 10:00:00
北京天周食品工业有限公司,北京天周食品工业有限公司,"包装饮用水,茶(类)饮料,果蔬汁类及其饮料,其他饮料,碳酸饮料(汽水)",完全合格,110114-2023-1-001785,26/10/2023 10:00:00
北大荒食品集团北京食品有限公司,北大荒食品集团北京食品有限公司,大米,完全合格,110114-2023-1-002486,16/11/2023 22:00:25
北京香家食品有限公司,北京香家食品有限公司,热加工熟肉制品,本次检查发现不符合项（0）项，其中：重点项（）项，项目序号分别是（）；一般项（）项，项目序号分别是（）。,110111-2023-1-000786,26/10/2023 10:00:00
北京香盛斋食品有限公司,北京香盛斋食品有限公司,热加工熟肉制品,完全合格,110111-2023-1-000887,26/10/2023 10:00:00
北京琦彩鸿农业发展有限公司,北京琦彩鸿农业发展有限公司,速冻其他食品,完全合格,110111-2023-1-000890,26/10/2023 10:00:00
北京南河北星农业发展有限公司,北京南河北星农业发展有限公司,其他食品,完全合格,110111-2023-1-001150,26/10/2023 10:00:00
北京八贡品酒厂,北京八贡品酒厂,"白酒,包装饮用水",完全合格,110111-2023-1-001185,26/10/2023 10:00:00
北京晋师傅工贸有限公司,北京晋师傅工贸有限公司,热加工糕点,"本次检查发现不符合项（10）项，其中：重点项（1）项，项目序号分别是（*4.2）；一般项（9）项，项目序号分别是（2.1,2.10,2.11,2.3,2.5,2.7,4.12,4.9,7.2）。",110111-2023-1-001189,26/10/2023 10:00:00
北京贡得利面粉厂,北京贡得利面粉厂,小麦粉,本次检查发现不符合项（0）项，其中：重点项（）项，项目序号分别是（）；一般项（）项，项目序号分别是（）。,110111-2023-1-001405,26/10/2023 10:00:00
北京田园盛态食品贸易有限公司房山分公司,北京田园盛态食品贸易有限公司房山分公司,"饼干,炒货食品及坚果制品,冷加工糕点,蜜饯,其他粮食加工品,热加工糕点,水果制品",完全合格,110111-2023-1-001407,26/10/2023 10:00:00
北京金利香食品加工有限公司,北京金利香食品加工有限公司,热加工糕点,完全合格,110111-2023-1-001436,26/10/2023 10:00:00
北京瑞庚食品有限公司,北京瑞庚食品有限公司,"炒货食品及坚果制品,代用茶,蜜饯,食用菌制品,水果制品",完全合格,110111-2023-1-001482,26/10/2023 10:00:00
北京香盛斋食品有限公司,北京香盛斋食品有限公司,热加工熟肉制品,完全合格,110111-2023-1-001535,26/10/2023 10:00:00
北京八贡品酒厂,北京八贡品酒厂,"白酒,包装饮用水",完全合格,110111-2023-1-001723,26/10/2023 10:00:00
北京臻味坊食品有限公司,北京臻味坊食品有限公司,"炒货食品及坚果制品,大米,蜜饯,其他方便食品,其他粮食加工品,热加工糕点,食用菌制品,食用植物油,蔬菜干制品,水果制品",完全合格,110111-2023-1-002357,14/11/2023 22:01:21
广东蓝带集团北京蓝宝酒业有限公司,广东蓝带集团北京蓝宝酒业有限公司,"包装饮用水,茶(类)饮料,蛋白饮料,果蔬汁类及其饮料,啤酒,其他酒,其他饮料,碳酸饮料(汽水)",完全合格,110111-2023-1-002358,14/11/2023 22:01:23
北京天蜂奇科技开发有限公司,北京天蜂奇科技开发有限公司,"蜂花粉,蜂蜜,蜂王浆(含蜂王浆冻干品)",完全合格,110111-2023-1-002386,14/11/2023 22:01:51
北京双明健源饮料有限责任公司,北京双明健源饮料有限责任公司,瓶(桶)装饮用水,完全合格,110111-2023-1-002555,21/11/2023 22:01:15
中安信（北京）食品有限公司,中安信（北京）食品有限公司,预制调理肉制品,完全合格,110111-2023-1-002640,21/11/2023 22:01:54
北京龙熙堡葡萄酒业有限公司,北京龙熙堡葡萄酒业有限公司,葡萄酒及果酒,完全合格,110111-2023-1-003106,13/12/2023 22:00:06
北京燕都酿酒有限公司,北京燕都酿酒有限公司,白酒,完全合格,110111-2023-1-003405,29/12/2023 22:00:05
每日故事（北京）食品有限公司,每日故事（北京）食品有限公司,调味料,完全合格,110111-2023-1-003413,29/12/2023 22:00:06
北京三江宏利牧业有限公司,北京三江宏利牧业有限公司,"热加工熟肉制品,速冻调制食品,预制调理肉制品",完全合格,110111-2023-1-003418,29/12/2023 22:00:06
北京市荣洲工贸有限公司,北京市荣洲工贸有限公司,"冷加工糕点,其他粮食加工品,热加工糕点,热加工熟肉制品",完全合格,110111-2023-1-003431,29/12/2023 22:00:07
北京全聚德仿膳食品有限责任公司生产基地,北京全聚德仿膳食品有限责任公司生产基地,"调味料,其他粮食加工品,其他食品,热加工糕点,热加工熟肉制品,速冻调制食品,预制调理肉制品",完全合格,110112-2022-1-000585,26/10/2023 10:00:00
蒙牛乳业（北京）有限责任公司,蒙牛乳业（北京）有限责任公司,"蛋白饮料,液体乳",完全合格,110112-2022-1-000830,26/10/2023 10:00:00
北京金米兰咖啡有限公司,北京金米兰咖啡有限公司,焙炒咖啡,完全合格,110112-2022-1-000952,26/10/2023 10:00:00
北京京宫圆食品有限公司,北京京宫圆食品有限公司,热加工糕点,完全合格,110112-2023-1-000194,26/10/2023 10:00:00
北京大顺斋食品有限责任公司,北京大顺斋食品有限责任公司,热加工糕点,完全合格,110112-2023-1-000228,26/10/2023 10:00:00
北京香山香精香料有限公司,北京香山香精香料有限公司,食品用香精,完全合格,110112-2023-1-000241,26/10/2023 10:00:00
北京东光源兴泰饮用水有限公司,北京东光源兴泰饮用水有限公司,瓶(桶)装饮用水,完全合格,110112-2023-1-000548,26/10/2023 10:00:00
北京维维亚尼食用香精有限公司,北京维维亚尼食用香精有限公司,食品用香精,完全合格,110112-2023-1-001921,27/10/2023 22:00:30
欢乐海（北京）水业科技有限公司,欢乐海（北京）水业科技有限公司,瓶(桶)装饮用水,完全合格,110112-2023-1-002320,13/11/2023 22:01:14
北京桂香村食品有限公司顺义加工厂,北京桂香村食品有限公司顺义加工厂,"冷加工糕点,热加工糕点",完全合格,110113-2022-1-000075,26/10/2023 10:00:00
北京京日东大食品有限公司,北京京日东大食品有限公司,食品馅料,完全合格,110113-2022-1-000094,26/10/2023 10:00:00
北京好丽宇工贸有限公司,北京好丽宇工贸有限公司,淀粉及淀粉制品,完全合格,110113-2022-1-000099,26/10/2023 10:00:00
北京顺利康食品有限公司,北京顺利康食品有限公司,"冷加工糕点,热加工糕点",完全合格,110113-2022-1-000159,26/10/2023 10:00:00
北京燕京啤酒股份有限公司,北京燕京啤酒股份有限公司,啤酒,完全合格,110113-2022-1-000239,26/10/2023 10:00:00
北京燕京饮料有限公司,北京燕京饮料有限公司,"茶(类)饮料,果蔬汁类及其饮料,瓶(桶)装饮用水,其他饮料",完全合格,110113-2022-1-000240,26/10/2023 10:00:00
北京燕京啤酒股份有限公司矿泉水厂,北京燕京啤酒股份有限公司矿泉水厂,瓶(桶)装饮用水,完全合格,110113-2022-1-000406,26/10/2023 10:00:00
北京市桃李食品有限公司,北京市桃李食品有限公司,"冷加工糕点,其他食品,热加工糕点",完全合格,110113-2022-1-000421,26/10/2023 10:00:00
北京竞裕府食品有限公司,北京竞裕府食品有限公司,调味料,完全合格,110113-2022-1-000428,26/10/2023 10:00:00
北京市味好美食品有限公司,北京市味好美食品有限公司,速冻调制食品,完全合格,110113-2022-1-000910,26/10/2023 10:00:00
北京天赐园食品有限责任公司,北京天赐园食品有限责任公司,"蜂产品制品,蜂蜜,果蔬汁类及其饮料,水果制品",完全合格,110113-2023-1-000237,26/10/2023 10:00:00
北京林水泉工贸有限公司,北京林水泉工贸有限公司,包装饮用水,完全合格,110113-2023-1-000240,26/10/2023 10:00:00
北京好仁缘食品有限公司食品厂,北京好仁缘食品有限公司食品厂,"豆制品,冷加工糕点,其他方便食品,其他粮食加工品,热加工糕点,速冻调制食品,速冻面米食品",完全合格,110113-2023-1-000261,26/10/2023 10:00:00
北京天周食品工业有限公司,北京天周食品工业有限公司,"茶(类)饮料,果蔬汁类及其饮料,瓶(桶)装饮用水,其他饮料,碳酸饮料(汽水)",完全合格,110114-2022-1-000469,26/10/2023 10:00:00
北京倍菲瑞德健康科技有限公司,北京倍菲瑞德健康科技有限公司,"粉剂,固体饮料,片剂,片剂,糖果,硬胶囊剂,硬胶囊剂,硬胶囊剂",完全合格,110114-2022-1-000582,26/10/2023 10:00:00
北京景田食品饮料有限公司,北京景田食品饮料有限公司,包装饮用水,完全合格,110114-2022-1-000783,26/10/2023 10:00:00
北京康比特体育科技股份有限公司,北京康比特体育科技股份有限公司,"炒货食品及坚果制品,代可可脂巧克力及代可可脂巧克力制品,粉剂,固体饮料,固体饮料,冷加工糕点,片剂,片剂,其他方便食品,其他方便食品,其他特殊膳食食品,其他特殊膳食食品,巧克力及巧克力制品,糖果,糖果,硬胶囊剂,硬胶囊剂",完全合格,110114-2023-1-000758,26/10/2023 10:00:00
北京稻香村食品有限责任公司食品厂,北京稻香村食品有限责任公司食品厂,"蛋制品,酱腌菜,冷加工糕点,其他方便食品,其他粮食加工品,其他食品,热加工糕点,热加工熟肉制品,食品馅料,熟制水产品,速冻调制食品,速冻面米食品,畜禽水产罐头,预制调理肉制品",完全合格,110114-2023-1-001617,26/10/2023 10:00:00
北京朔方科技发展股份有限公司,北京朔方科技发展股份有限公司,"炒货食品及坚果制品,调味料,其他方便食品",完全合格,110114-2023-1-001805,26/10/2023 10:00:00
北京三元食品股份有限公司乳品四厂,北京三元食品股份有限公司乳品四厂,其他乳制品,完全合格,110114-2023-1-002092,3/11/2023 22:00:12
北京市居庸关山泉饮用水有限责任公司,北京市居庸关山泉饮用水有限责任公司,瓶(桶)装饮用水,完全合格,110114-2023-1-002112,3/11/2023 22:00:46
北京东兴堂蜂产品有限公司,北京东兴堂蜂产品有限公司,"焙炒咖啡,代用茶,调味茶,食品添加剂",完全合格,110115-2022-1-000481,26/10/2023 10:00:00
